,date,state,death,hospitalized,hospitalizedCurrently,inIcuCurrently,onVentilatorCurrently,positiveIncrease,recovered,totalTestsViral
7928,2020-10-17,NE,547.0,2647.0,322.0,,,1286,38083.0,784435.0
7929,2020-10-17,NH,466.0,761.0,18.0,,,111,8222.0,523341.0
7930,2020-10-17,NJ,16204.0,24160.0,759.0,179.0,60.0,1164,,4135796.0
7931,2020-10-17,NM,929.0,3911.0,173.0,,,573,19853.0,1046727.0
7932,2020-10-17,NV,1707.0,,503.0,139.0,60.0,967,,
7933,2020-10-17,NY,25637.0,,929.0,195.0,103.0,1784,,
7934,2020-10-17,OH,5067.0,17009.0,1079.0,282.0,127.0,2234,149351.0,3854128.0
7935,2020-10-17,OK,1168.0,7770.0,792.0,301.0,,1195,90845.0,1448159.0
7936,2020-10-17,OR,617.0,2886.0,190.0,44.0,15.0,410,,1260818.0
7937,2020-10-17,PA,8466.0,,847.0,,92.0,1857,144754.0,
7938,2020-10-17,PR,761.0,,317.0,56.0,39.0,119,25645.0,415664.0
7939,2020-10-17,RI,1158.0,3039.0,125.0,13.0,4.0,287,,
7940,2020-10-17,SC,3637.0,9917.0,759.0,205.0,103.0,961,81703.0,1578492.0
7941,2020-10-17,SD,315.0,2077.0,295.0,,,806,24528.0,336748.0
7942,2020-10-17,TN,2903.0,9555.0,1299.0,364.0,171.0,2646,203586.0,3294056.0
7943,2020-10-17,TX,16984.0,,4275.0,1348.0,,4885,723204.0,7546873.0
7944,2020-10-17,UT,540.0,4610.0,313.0,96.0,,1340,69110.0,1243404.0
7945,2020-10-17,VA,3422.0,11831.0,993.0,219.0,100.0,1114,,
7946,2020-10-17,VI,21.0,,,,,0,1294.0,
7947,2020-10-17,VT,58.0,,3.0,,,9,1687.0,350356.0
7948,2020-10-17,WA,2239.0,7971.0,396.0,82.0,27.0,770,,
7949,2020-10-17,WI,1588.0,9027.0,1068.0,268.0,,0,130231.0,
7950,2020-10-17,WV,399.0,,180.0,65.0,28.0,221,14563.0,669097.0
7951,2020-10-17,WY,57.0,358.0,51.0,,,151,6559.0,233128.0
7952,2020-10-16,AK,66.0,373.0,59.0,,8.0,221,6237.0,522664.0
7953,2020-10-16,AL,2786.0,18855.0,859.0,,,1212,74238.0,
7954,2020-10-16,AR,1665.0,6243.0,583.0,238.0,101.0,1015,87256.0,1197898.0
7955,2020-10-16,AS,0.0,,,,,0,,1616.0
7956,2020-10-16,AZ,5806.0,20491.0,747.0,167.0,79.0,738,,2493039.0
7957,2020-10-16,CA,16830.0,,3035.0,713.0,,3075,,16621956.0
7958,2020-10-16,CO,2172.0,8169.0,434.0,,,1312,,
7959,2020-10-16,CT,4542.0,12043.0,184.0,,,802,9651.0,2196418.0
7960,2020-10-16,DC,641.0,,86.0,21.0,6.0,89,12731.0,
7961,2020-10-16,DE,662.0,,104.0,26.0,,164,11818.0,
7962,2020-10-16,FL,16030.0,47396.0,2083.0,,,3365,,8180183.0
7963,2020-10-16,GA,7556.0,30217.0,1668.0,,,1609,,3254270.0
7964,2020-10-16,GU,63.0,,67.0,15.0,4.0,111,2297.0,58088.0
7965,2020-10-16,HI,184.0,978.0,103.0,23.0,5.0,90,10915.0,
7966,2020-10-16,IA,1523.0,,468.0,105.0,48.0,1229,80560.0,
7967,2020-10-16,ID,517.0,2137.0,219.0,56.0,,718,25214.0,452701.0
7968,2020-10-16,IL,9425.0,,2016.0,410.0,151.0,5103,,6618768.0
7969,2020-10-16,IN,3887.0,14473.0,1311.0,379.0,136.0,2283,,2451285.0
7970,2020-10-16,KS,859.0,3370.0,456.0,123.0,47.0,1700,,
7971,2020-10-16,KY,1300.0,6545.0,667.0,187.0,,1311,17018.0,1653847.0
7972,2020-10-16,LA,5727.0,,557.0,,60.0,774,161792.0,2562564.0
7973,2020-10-16,MA,9702.0,12971.0,513.0,77.0,33.0,767,118892.0,5012963.0
7974,2020-10-16,MD,4032.0,16288.0,416.0,111.0,,781,7869.0,3013107.0
7975,2020-10-16,ME,145.0,466.0,11.0,5.0,1.0,29,5099.0,521755.0
7976,2020-10-16,MI,7317.0,,1000.0,254.0,94.0,2206,104271.0,4261714.0
7977,2020-10-16,MN,2212.0,8718.0,484.0,126.0,,2290,105120.0,
7978,2020-10-16,MO,2459.0,,1443.0,,,2017,,2222854.0
7979,2020-10-16,MP,2.0,4.0,,,,3,29.0,21290.0
7980,2020-10-16,MS,3160.0,6237.0,596.0,146.0,75.0,1116,94165.0,827497.0
7981,2020-10-16,MT,235.0,986.0,319.0,,,662,13212.0,425462.0
7982,2020-10-16,NC,3910.0,,1148.0,299.0,,2684,,3526194.0
7983,2020-10-16,ND,393.0,1221.0,217.0,39.0,,880,24882.0,747239.0
7984,2020-10-16,NE,535.0,2631.0,323.0,,,961,37653.0,770507.0
7985,2020-10-16,NH,465.0,761.0,16.0,,,88,8155.0,523340.0
7986,2020-10-16,NJ,16202.0,24160.0,728.0,178.0,60.0,1000,,4101399.0
7987,2020-10-16,NM,928.0,3861.0,168.0,,,812,19613.0,1035851.0
7988,2020-10-16,NV,1707.0,,469.0,142.0,60.0,716,,
7989,2020-10-16,NY,25628.0,,918.0,200.0,97.0,1707,,
7990,2020-10-16,OH,5054.0,16910.0,1084.0,279.0,134.0,2148,148284.0,3803860.0
7991,2020-10-16,OK,1154.0,7601.0,793.0,291.0,,1472,89815.0,1432231.0
7992,2020-10-16,OR,611.0,2868.0,199.0,49.0,16.0,365,,1246662.0
7993,2020-10-16,PA,8457.0,,830.0,,80.0,1566,143268.0,
7994,2020-10-16,PR,758.0,,341.0,64.0,35.0,227,25298.0,415664.0
7995,2020-10-16,RI,1152.0,3015.0,137.0,14.0,5.0,253,,
7996,2020-10-16,SC,3615.0,9854.0,769.0,206.0,98.0,1147,81106.0,1559863.0
7997,2020-10-16,SD,307.0,2044.0,299.0,,,793,24186.0,332106.0
7998,2020-10-16,TN,2871.0,9489.0,1281.0,361.0,154.0,666,201831.0,3263702.0
7999,2020-10-16,TX,16903.0,,4248.0,1290.0,,5870,719478.0,7480885.0
8000,2020-10-16,UT,537.0,4559.0,304.0,96.0,,1496,68092.0,1231602.0
8001,2020-10-16,VA,3408.0,11780.0,1002.0,222.0,104.0,1183,,
8002,2020-10-16,VI,21.0,,,,,2,1294.0,
8003,2020-10-16,VT,58.0,,1.0,,,13,1687.0,342441.0
8004,2020-10-16,WA,2232.0,7956.0,376.0,77.0,18.0,771,,
8005,2020-10-16,WI,1588.0,9027.0,1101.0,274.0,,4105,130231.0,
8006,2020-10-16,WV,396.0,,188.0,70.0,31.0,498,14269.0,662243.0
8007,2020-10-16,WY,57.0,359.0,51.0,,,290,6494.0,232407.0
8008,2020-10-15,AK,65.0,365.0,60.0,,7.0,166,6066.0,519461.0
8009,2020-10-15,AL,2756.0,18635.0,844.0,,,1185,74238.0,
8010,2020-10-15,AR,1645.0,6199.0,587.0,236.0,103.0,1278,86447.0,1186002.0
8011,2020-10-15,AS,0.0,,,,,0,,1616.0
8012,2020-10-15,AZ,5789.0,20462.0,726.0,173.0,75.0,1113,,2471838.0
8013,2020-10-15,CA,16757.0,,3078.0,706.0,,3329,,16517812.0
8014,2020-10-15,CO,2162.0,8127.0,420.0,,,1141,,
8015,2020-10-15,CT,4540.0,12043.0,191.0,,,167,9651.0,2168710.0
8016,2020-10-15,DC,638.0,,88.0,22.0,10.0,34,12681.0,
8017,2020-10-15,DE,661.0,,111.0,28.0,,95,11724.0,
8018,2020-10-15,FL,15932.0,47223.0,2119.0,,,3286,,8129895.0
8019,2020-10-15,GA,7492.0,30081.0,1682.0,,,1640,,3229781.0
8020,2020-10-15,GU,62.0,,72.0,19.0,4.0,86,2294.0,57433.0
8021,2020-10-15,HI,183.0,961.0,105.0,27.0,9.0,99,10883.0,
8022,2020-10-15,IA,1506.0,,482.0,107.0,49.0,1333,80203.0,
8023,2020-10-15,ID,516.0,2122.0,219.0,56.0,,645,24983.0,
8024,2020-10-15,IL,9373.0,,1932.0,388.0,147.0,4015,,6531009.0
8025,2020-10-15,IN,3864.0,14353.0,1355.0,377.0,132.0,1943,,2450279.0
8026,2020-10-15,KS,838.0,3309.0,488.0,128.0,42.0,0,,
8027,2020-10-15,KY,1296.0,6506.0,738.0,192.0,,1182,16928.0,1633080.0
8028,2020-10-15,LA,5707.0,,566.0,,61.0,743,161792.0,2542919.0
8029,2020-10-15,MA,9672.0,12946.0,503.0,92.0,34.0,587,118892.0,4955322.0
8030,2020-10-15,MD,4028.0,16255.0,412.0,109.0,,630,7851.0,2985460.0
8031,2020-10-15,ME,144.0,464.0,11.0,5.0,1.0,20,5070.0,514246.0
8032,2020-10-15,MI,7302.0,,1000.0,254.0,95.0,2458,104271.0,4208358.0
8033,2020-10-15,MN,2199.0,8652.0,445.0,115.0,,1163,104547.0,
8034,2020-10-15,MO,2442.0,,1443.0,,,1875,,2222854.0
8035,2020-10-15,MP,2.0,4.0,,,,0,29.0,21290.0
8036,2020-10-15,MS,3152.0,6237.0,598.0,138.0,69.0,1322,94165.0,796968.0
8037,2020-10-15,MT,230.0,959.0,301.0,,,723,12854.0,419832.0
8038,2020-10-15,NC,3874.0,,1140.0,296.0,,2532,,3485026.0
8039,2020-10-15,ND,375.0,1192.0,207.0,38.0,,696,24336.0,738020.0
8040,2020-10-15,NE,530.0,2593.0,311.0,,,924,37122.0,756460.0
8041,2020-10-15,NH,463.0,761.0,18.0,,,77,8134.0,518144.0
8042,2020-10-15,NJ,16197.0,24092.0,733.0,178.0,60.0,1179,,4070357.0
8043,2020-10-15,NM,922.0,3819.0,150.0,,,668,19457.0,1027392.0
8044,2020-10-15,NV,1698.0,,486.0,142.0,63.0,655,,
8045,2020-10-15,NY,25618.0,,897.0,197.0,95.0,1460,,
8046,2020-10-15,OH,5038.0,16824.0,1041.0,266.0,134.0,2178,147063.0,3757325.0
8047,2020-10-15,OK,1143.0,7601.0,781.0,293.0,,1221,88780.0,1412757.0
8048,2020-10-15,OR,608.0,2848.0,202.0,50.0,20.0,380,,1229877.0
8049,2020-10-15,PA,8432.0,,799.0,,94.0,1598,142016.0,
8050,2020-10-15,PR,743.0,,354.0,62.0,37.0,318,25071.0,415664.0
8051,2020-10-15,RI,1149.0,2999.0,129.0,12.0,5.0,274,,
8052,2020-10-15,SC,3607.0,9798.0,762.0,204.0,94.0,1297,80460.0,1540371.0
8053,2020-10-15,SD,304.0,2000.0,304.0,,,797,23576.0,328246.0
8054,2020-10-15,TN,2864.0,9416.0,1331.0,378.0,173.0,2289,200164.0,3257952.0
8055,2020-10-15,TX,16812.0,,4263.0,1290.0,,4726,716015.0,7412503.0
8056,2020-10-15,UT,529.0,4511.0,277.0,99.0,,1498,66683.0,1219473.0
8057,2020-10-15,VA,3388.0,11704.0,1009.0,220.0,104.0,1331,,
8058,2020-10-15,VI,20.0,,,,,-1,1292.0,
8059,2020-10-15,VT,58.0,,6.0,,,16,1685.0,340575.0
8060,2020-10-15,WA,2221.0,7883.0,373.0,82.0,25.0,768,,
8061,2020-10-15,WI,1565.0,8892.0,1043.0,264.0,,4040,127576.0,
8062,2020-10-15,WV,393.0,,180.0,60.0,31.0,264,14066.0,651104.0
8063,2020-10-15,WY,57.0,354.0,51.0,,,198,6360.0,229079.0
8064,2020-10-14,AK,64.0,356.0,56.0,,7.0,155,5950.0,517177.0
8065,2020-10-14,AL,2706.0,18635.0,834.0,,,784,74238.0,
8066,2020-10-14,AR,1634.0,6148.0,582.0,241.0,112.0,1079,85597.0,1173342.0
8067,2020-10-14,AS,0.0,,,,,0,,1616.0
8068,2020-10-14,AZ,5772.0,20366.0,711.0,163.0,85.0,901,,2447427.0
8069,2020-10-14,CA,16639.0,,3126.0,753.0,,2666,,16425487.0
8070,2020-10-14,CO,2160.0,8068.0,405.0,,,692,,
8071,2020-10-14,CT,4537.0,11845.0,188.0,,,164,9522.0,2139439.0
8072,2020-10-14,DC,638.0,,86.0,24.0,7.0,64,12627.0,
8073,2020-10-14,DE,660.0,,116.0,22.0,,71,11665.0,
8074,2020-10-14,FL,15788.0,47011.0,2155.0,,,2808,,8083092.0
8075,2020-10-14,GA,7470.0,29918.0,1705.0,,,1297,,3204298.0
8076,2020-10-14,GU,61.0,,62.0,14.0,4.0,75,2295.0,56865.0
8077,2020-10-14,HI,173.0,951.0,109.0,26.0,14.0,61,10834.0,
8078,2020-10-14,IA,1497.0,,473.0,106.0,46.0,1046,79121.0,
8079,2020-10-14,ID,512.0,2086.0,187.0,54.0,,584,24699.0,
8080,2020-10-14,IL,9320.0,,1974.0,390.0,153.0,2862,,6463923.0
8081,2020-10-14,IN,3836.0,14228.0,1357.0,396.0,125.0,1165,,2442572.0
8082,2020-10-14,KS,838.0,3309.0,488.0,128.0,42.0,1293,,
8083,2020-10-14,KY,1276.0,6479.0,711.0,185.0,,1322,16756.0,1601887.0
8084,2020-10-14,LA,5695.0,,582.0,,64.0,880,161792.0,2516635.0
8085,2020-10-14,MA,9647.0,12933.0,499.0,88.0,28.0,580,118892.0,4896199.0
8086,2020-10-14,MD,4022.0,16215.0,417.0,113.0,,575,7812.0,2956824.0
8087,2020-10-14,ME,143.0,463.0,8.0,3.0,0.0,36,5052.0,508841.0
8088,2020-10-14,MI,7268.0,,899.0,230.0,95.0,1593,104271.0,4166236.0
8089,2020-10-14,MN,2180.0,8585.0,487.0,134.0,,1369,103830.0,
8090,2020-10-14,MO,2420.0,,1413.0,,,4449,,2206374.0
8091,2020-10-14,MP,2.0,4.0,,,,0,29.0,21290.0
8092,2020-10-14,MS,3140.0,6237.0,633.0,143.0,72.0,876,94165.0,796968.0
8093,2020-10-14,MT,225.0,920.0,292.0,,,599,12068.0,414579.0
8094,2020-10-14,NC,3856.0,,1152.0,300.0,,1926,,3452177.0
8095,2020-10-14,ND,370.0,1159.0,206.0,39.0,,663,23823.0,730902.0
8096,2020-10-14,NE,527.0,2555.0,315.0,,,704,36950.0,744183.0
8097,2020-10-14,NH,458.0,760.0,19.0,,,70,8068.0,513452.0
8098,2020-10-14,NJ,16191.0,23977.0,699.0,168.0,58.0,1141,,4036867.0
8099,2020-10-14,NM,921.0,3789.0,145.0,,,577,19127.0,1019029.0
8100,2020-10-14,NV,1691.0,,519.0,133.0,64.0,479,,1154583.0
8101,2020-10-14,NY,25605.0,,938.0,201.0,100.0,1232,,
8102,2020-10-14,OH,5033.0,16716.0,1042.0,268.0,140.0,2039,145969.0,3723784.0
8103,2020-10-14,OK,1132.0,7529.0,749.0,289.0,,1122,87575.0,1399385.0
8104,2020-10-14,OR,605.0,2817.0,210.0,47.0,19.0,313,,1218594.0
8105,2020-10-14,PA,8411.0,,749.0,,91.0,1276,140737.0,
8106,2020-10-14,PR,742.0,,343.0,53.0,37.0,490,24788.0,415664.0
8107,2020-10-14,RI,1147.0,2984.0,131.0,13.0,4.0,204,,
8108,2020-10-14,SC,3593.0,9735.0,792.0,204.0,91.0,926,79781.0,1520485.0
8109,2020-10-14,SD,291.0,1963.0,303.0,,,876,23320.0,325341.0
8110,2020-10-14,TN,2828.0,9371.0,1301.0,354.0,161.0,1709,198465.0,3233299.0
8111,2020-10-14,TX,16717.0,,4131.0,1237.0,,4826,711438.0,7342121.0
8112,2020-10-14,UT,527.0,4460.0,269.0,97.0,,1144,65472.0,1206166.0
8113,2020-10-14,VA,3381.0,11628.0,1007.0,230.0,102.0,805,,
8114,2020-10-14,VI,20.0,,,,,3,1293.0,
8115,2020-10-14,VT,58.0,,0.0,,,3,1678.0,335448.0
8116,2020-10-14,WA,2211.0,7874.0,367.0,83.0,26.0,867,,
8117,2020-10-14,WI,1547.0,8754.0,1017.0,246.0,,3323,125411.0,
8118,2020-10-14,WV,391.0,,180.0,61.0,28.0,263,13815.0,644201.0
8119,2020-10-14,WY,57.0,352.0,45.0,,,213,6261.0,225518.0
8120,2020-10-13,AK,60.0,355.0,59.0,,8.0,156,5909.0,514789.0
8121,2020-10-13,AL,2665.0,18440.0,823.0,,,1117,71240.0,
8122,2020-10-13,AR,1611.0,6069.0,601.0,246.0,105.0,680,84804.0,1162665.0
8123,2020-10-13,AS,0.0,,,,,0,,1616.0
8124,2020-10-13,AZ,5767.0,20312.0,706.0,146.0,88.0,684,,2425141.0
8125,2020-10-13,CA,16581.0,,3060.0,748.0,,2378,,16333717.0
8126,2020-10-13,CO,2153.0,8003.0,385.0,,,1048,,
8127,2020-10-13,CT,4533.0,11845.0,172.0,,,320,9522.0,2110294.0
8128,2020-10-13,DC,637.0,,88.0,25.0,7.0,46,12583.0,
8129,2020-10-13,DE,659.0,,112.0,19.0,,105,11588.0,
8130,2020-10-13,FL,15722.0,46753.0,2127.0,,,2657,,8042762.0
8131,2020-10-13,GA,7454.0,29762.0,1753.0,,,993,,3180538.0
8132,2020-10-13,GU,61.0,,62.0,13.0,4.0,96,2190.0,56343.0
8133,2020-10-13,HI,169.0,939.0,103.0,34.0,18.0,42,10781.0,
8134,2020-10-13,IA,1485.0,,463.0,114.0,44.0,529,78136.0,
8135,2020-10-13,ID,510.0,2058.0,187.0,54.0,,597,24523.0,
8136,2020-10-13,IL,9272.0,,1848.0,406.0,160.0,2851,,6411254.0
8137,2020-10-13,IN,3822.0,14115.0,1288.0,382.0,132.0,1549,,2421127.0
8138,2020-10-13,KS,771.0,3239.0,355.0,111.0,42.0,0,,
8139,2020-10-13,KY,1269.0,6259.0,704.0,170.0,,761,13986.0,1591005.0
8140,2020-10-13,LA,5679.0,,573.0,,68.0,682,157873.0,2510319.0
8141,2020-10-13,MA,9630.0,12899.0,514.0,87.0,27.0,749,116364.0,4857515.0
8142,2020-10-13,MD,4012.0,16150.0,402.0,102.0,,482,7744.0,2934933.0
8143,2020-10-13,ME,143.0,463.0,8.0,3.0,0.0,28,5006.0,502840.0
8144,2020-10-13,MI,7255.0,,899.0,230.0,95.0,1466,104271.0,4136648.0
8145,2020-10-13,MN,2204.0,8500.0,481.0,134.0,,1135,102624.0,
8146,2020-10-13,MO,2422.0,,1313.0,,,0,,2075699.0
8147,2020-10-13,MP,2.0,4.0,,,,0,29.0,19835.0
8148,2020-10-13,MS,3115.0,6237.0,600.0,145.0,69.0,713,94165.0,796968.0
8149,2020-10-13,MT,217.0,911.0,294.0,,,486,11620.0,409651.0
8150,2020-10-13,NC,3816.0,,1103.0,306.0,,1734,,3431640.0
8151,2020-10-13,ND,362.0,1126.0,206.0,41.0,,490,23288.0,723102.0
8152,2020-10-13,NE,522.0,2543.0,299.0,,,457,36734.0,734692.0
8153,2020-10-13,NH,456.0,758.0,17.0,,,71,8036.0,508079.0
8154,2020-10-13,NJ,16182.0,23977.0,649.0,160.0,58.0,1145,,3971597.0
8155,2020-10-13,NM,918.0,3758.0,125.0,,,351,18960.0,1011320.0
8156,2020-10-13,NV,1674.0,,505.0,130.0,61.0,487,,1147363.0
8157,2020-10-13,NY,25598.0,,923.0,181.0,90.0,1393,,
8158,2020-10-13,OH,5017.0,16565.0,1016.0,271.0,134.0,1447,144903.0,3697762.0
8159,2020-10-13,OK,1119.0,7265.0,760.0,277.0,,1309,86502.0,1387428.0
8160,2020-10-13,OR,599.0,2804.0,220.0,55.0,21.0,205,,1204781.0
8161,2020-10-13,PA,8384.0,,773.0,,83.0,1342,139716.0,
8162,2020-10-13,PR,738.0,,303.0,54.0,34.0,135,24552.0,415664.0
8163,2020-10-13,RI,1139.0,2961.0,126.0,13.0,4.0,129,,
8164,2020-10-13,SC,3576.0,9654.0,745.0,201.0,90.0,828,79110.0,1505561.0
8165,2020-10-13,SD,288.0,1911.0,303.0,,,414,23007.0,322801.0
8166,2020-10-13,TN,2797.0,9309.0,1245.0,339.0,156.0,1147,196940.0,3215401.0
8167,2020-10-13,TX,16622.0,,4053.0,1237.0,,5130,708349.0,7266042.0
8168,2020-10-13,UT,522.0,4383.0,254.0,90.0,,987,64583.0,1194421.0
8169,2020-10-13,VA,3372.0,11598.0,999.0,200.0,98.0,1235,,
8170,2020-10-13,VI,20.0,,,,,0,1289.0,
8171,2020-10-13,VT,58.0,,5.0,,,11,1673.0,334028.0
8172,2020-10-13,WA,2211.0,7874.0,376.0,76.0,26.0,253,,
8173,2020-10-13,WI,1518.0,8601.0,959.0,243.0,,3428,123196.0,
8174,2020-10-13,WV,387.0,,181.0,61.0,35.0,274,13481.0,639466.0
8175,2020-10-13,WY,57.0,343.0,46.0,,,162,6181.0,221182.0
8176,2020-10-12,AK,60.0,352.0,52.0,,8.0,191,5802.0,505927.0
8177,2020-10-12,AL,2665.0,18179.0,856.0,,,734,71240.0,
8178,2020-10-12,AR,1586.0,5960.0,608.0,256.0,103.0,654,84055.0,1155066.0
8179,2020-10-12,AS,0.0,,,,,0,,1616.0
8180,2020-10-12,AZ,5759.0,20257.0,667.0,155.0,80.0,475,,2403048.0
8181,2020-10-12,CA,16572.0,,3070.0,736.0,,3449,,16191341.0
8182,2020-10-12,CO,2116.0,7915.0,370.0,,,576,,
8183,2020-10-12,CT,4532.0,11845.0,155.0,,,1339,9522.0,2082309.0
8184,2020-10-12,DC,637.0,,87.0,21.0,12.0,38,12539.0,
8185,2020-10-12,DE,656.0,,105.0,25.0,,159,11493.0,
8186,2020-10-12,FL,15599.0,46541.0,2206.0,,,1519,,7999103.0
8187,2020-10-12,GA,7429.0,29656.0,1666.0,,,902,,3168116.0
8188,2020-10-12,GU,60.0,,65.0,12.0,,92,2189.0,55665.0
8189,2020-10-12,HI,169.0,935.0,103.0,34.0,18.0,101,10750.0,
8190,2020-10-12,IA,1472.0,,449.0,109.0,39.0,463,76611.0,
8191,2020-10-12,ID,507.0,2041.0,192.0,45.0,,365,24304.0,
8192,2020-10-12,IL,9243.0,,1764.0,377.0,153.0,2742,,6355261.0
8193,2020-10-12,IN,3795.0,13984.0,1238.0,346.0,122.0,1574,,2393732.0
8194,2020-10-12,KS,771.0,3239.0,355.0,111.0,42.0,2055,,
8195,2020-10-12,KY,1255.0,6121.0,672.0,180.0,,638,13615.0,1565097.0
8196,2020-10-12,LA,5669.0,,577.0,,70.0,60,157873.0,2489737.0
8197,2020-10-12,MA,9617.0,12882.0,501.0,82.0,32.0,760,116364.0,4815399.0
8198,2020-10-12,MD,4003.0,16107.0,384.0,93.0,,504,7738.0,2916220.0
8199,2020-10-12,ME,143.0,463.0,7.0,5.0,0.0,29,4998.0,499701.0
8200,2020-10-12,MI,7225.0,,899.0,230.0,105.0,1932,104271.0,4097809.0
8201,2020-10-12,MN,2197.0,8421.0,446.0,140.0,,1171,101376.0,
8202,2020-10-12,MO,2422.0,,1313.0,,,0,,2075699.0
8203,2020-10-12,MP,2.0,4.0,,,,0,29.0,19835.0
8204,2020-10-12,MS,3101.0,6237.0,600.0,136.0,59.0,296,94165.0,796968.0
8205,2020-10-12,MT,212.0,904.0,291.0,,,423,11481.0,400458.0
8206,2020-10-12,NC,3773.0,,1109.0,314.0,,1276,,3410281.0
8207,2020-10-12,ND,350.0,1099.0,233.0,33.0,,473,22846.0,717732.0
8208,2020-10-12,NE,519.0,2526.0,304.0,,,495,36446.0,728422.0
8209,2020-10-12,NH,456.0,752.0,17.0,,,65,8014.0,503076.0
8210,2020-10-12,NJ,16175.0,23906.0,662.0,163.0,52.0,553,,3971597.0
8211,2020-10-12,NM,915.0,3735.0,127.0,,,379,18791.0,1002906.0
8212,2020-10-12,NV,1664.0,,509.0,136.0,56.0,569,,1143512.0
8213,2020-10-12,NY,25587.0,,878.0,185.0,84.0,1029,,
8214,2020-10-12,OH,5005.0,16442.0,949.0,242.0,123.0,1430,143826.0,3661950.0
8215,2020-10-12,OK,1104.0,7284.0,758.0,276.0,,797,85265.0,1353634.0
8216,2020-10-12,OR,599.0,2741.0,212.0,49.0,18.0,327,,1197997.0
8217,2020-10-12,PA,8368.0,,725.0,,81.0,1088,140376.0,
8218,2020-10-12,PR,735.0,,314.0,54.0,36.0,228,24488.0,415664.0
8219,2020-10-12,RI,1137.0,2961.0,126.0,13.0,4.0,81,,
8220,2020-10-12,SC,3559.0,9600.0,684.0,177.0,87.0,649,78431.0,1492004.0
8221,2020-10-12,SD,288.0,1886.0,278.0,,,361,22575.0,320057.0
8222,2020-10-12,TN,2774.0,9248.0,945.0,269.0,131.0,2965,194836.0,3201707.0
8223,2020-10-12,TX,16558.0,,3870.0,1196.0,,2648,705189.0,7191773.0
8224,2020-10-12,UT,522.0,4331.0,259.0,94.0,,988,63961.0,1185818.0
8225,2020-10-12,VA,3361.0,11553.0,965.0,205.0,92.0,854,,
8226,2020-10-12,VI,20.0,,,,,0,1289.0,
8227,2020-10-12,VT,58.0,,0.0,,,9,1664.0,332568.0
8228,2020-10-12,WA,2190.0,7786.0,352.0,59.0,27.0,383,,
8229,2020-10-12,WI,1484.0,8454.0,950.0,240.0,,2016,121204.0,
8230,2020-10-12,WV,385.0,,168.0,62.0,29.0,153,13318.0,634247.0
8231,2020-10-12,WY,54.0,338.0,51.0,,,191,6058.0,216342.0
8232,2020-10-11,AK,60.0,345.0,57.0,,7.0,250,5789.0,502997.0
8233,2020-10-11,AL,2664.0,18179.0,812.0,,,816,71240.0,
8234,2020-10-11,AR,1569.0,5910.0,566.0,237.0,97.0,613,83454.0,1146654.0
8235,2020-10-11,AS,0.0,,,,,0,,1616.0
8236,2020-10-11,AZ,5759.0,20253.0,630.0,144.0,79.0,597,,2395150.0
8237,2020-10-11,CA,16564.0,,3103.0,735.0,,3803,,16047004.0
8238,2020-10-11,CO,2113.0,7893.0,383.0,,,819,,
8239,2020-10-11,CT,4530.0,11845.0,134.0,,,0,9522.0,2074663.0
8240,2020-10-11,DC,637.0,,86.0,26.0,13.0,66,12531.0,
8241,2020-10-11,DE,654.0,,108.0,24.0,,132,11430.0,
8242,2020-10-11,FL,15552.0,46450.0,2123.0,,,5414,,7967703.0
8243,2020-10-11,GA,7416.0,29635.0,1619.0,,,1140,,3151029.0
8244,2020-10-11,GU,60.0,,60.0,12.0,,22,2072.0,54477.0
8245,2020-10-11,HI,168.0,929.0,103.0,34.0,18.0,71,10713.0,
8246,2020-10-11,IA,1460.0,,438.0,100.0,40.0,1075,76260.0,
8247,2020-10-11,ID,507.0,2031.0,192.0,45.0,,613,24089.0,
8248,2020-10-11,IL,9230.0,,1776.0,388.0,159.0,2727,,6307682.0
8249,2020-10-11,IN,3789.0,13860.0,1232.0,349.0,119.0,1570,,2387385.0
8250,2020-10-11,KS,763.0,3185.0,469.0,119.0,34.0,0,,
8251,2020-10-11,KY,1252.0,6094.0,652.0,170.0,,847,13539.0,1536175.0
8252,2020-10-11,LA,5655.0,,563.0,,71.0,1181,157873.0,2486340.0
8253,2020-10-11,MA,9604.0,12871.0,511.0,85.0,29.0,563,116364.0,4748004.0
8254,2020-10-11,MD,3999.0,16058.0,393.0,90.0,,562,7738.0,2892265.0
8255,2020-10-11,ME,143.0,463.0,7.0,5.0,0.0,27,4970.0,494158.0
8256,2020-10-11,MI,7219.0,,862.0,220.0,85.0,0,104271.0,4046782.0
8257,2020-10-11,MN,2194.0,8354.0,471.0,133.0,,1440,100171.0,
8258,2020-10-11,MO,2422.0,,1313.0,,,0,,2075699.0
8259,2020-10-11,MP,2.0,4.0,,,,0,29.0,19835.0
8260,2020-10-11,MS,3101.0,6053.0,600.0,136.0,59.0,294,90577.0,796968.0
8261,2020-10-11,MT,210.0,892.0,286.0,,,585,11361.0,390258.0
8262,2020-10-11,NC,3770.0,,1046.0,288.0,,1719,,3378041.0
8263,2020-10-11,ND,343.0,1076.0,231.0,46.0,,637,22500.0,712136.0
8264,2020-10-11,NE,519.0,2526.0,305.0,,,743,36091.0,723250.0
8265,2020-10-11,NH,456.0,752.0,22.0,,,51,8002.0,497910.0
8266,2020-10-11,NJ,16174.0,23894.0,619.0,153.0,46.0,847,,3914021.0
