,date,state,death,hospitalized,hospitalizedCurrently,inIcuCurrently,onVentilatorCurrently,positiveIncrease,recovered,totalTestsViral
0,2021-03-07,AK,305.0,1293.0,33.0,,2.0,0,,1731628.0
1,2021-03-07,AL,10148.0,45976.0,494.0,,,408,295690.0,
2,2021-03-07,AR,5319.0,14926.0,335.0,141.0,65.0,165,315517.0,2736442.0
3,2021-03-07,AS,0.0,,,,,0,,2140.0
4,2021-03-07,AZ,16328.0,57907.0,963.0,273.0,143.0,1335,,7908105.0
5,2021-03-07,CA,54124.0,,4291.0,1159.0,,3816,,49646014.0
6,2021-03-07,CO,5989.0,23904.0,326.0,,,840,,
7,2021-03-07,CT,7704.0,,428.0,,,0,,6520366.0
8,2021-03-07,DC,1030.0,,150.0,38.0,16.0,146,29570.0,
9,2021-03-07,DE,1473.0,,104.0,13.0,,215,,
10,2021-03-07,FL,32266.0,82237.0,3307.0,,,4024,,19482607.0
11,2021-03-07,GA,17906.0,56797.0,2008.0,,,1709,,7359069.0
12,2021-03-07,GU,133.0,,2.0,1.0,1.0,0,7590.0,120426.0
13,2021-03-07,HI,445.0,2226.0,27.0,5.0,3.0,53,,
14,2021-03-07,IA,5558.0,,167.0,35.0,6.0,257,320054.0,2753899.0
15,2021-03-07,ID,1879.0,7184.0,150.0,33.0,,104,96017.0,1103725.0
16,2021-03-07,IL,23014.0,,1141.0,255.0,112.0,1068,,18640190.0
17,2021-03-07,IN,12737.0,43217.0,656.0,104.0,50.0,746,,8242367.0
18,2021-03-07,KS,4812.0,9387.0,235.0,50.0,22.0,0,,2525259.0
19,2021-03-07,KY,4819.0,19457.0,558.0,156.0,82.0,525,48145.0,3975672.0
20,2021-03-07,LA,9748.0,,532.0,,75.0,740,415954.0,5634193.0
21,2021-03-07,MA,16417.0,19713.0,665.0,174.0,116.0,1425,508745.0,16825551.0
22,2021-03-07,MD,7955.0,35651.0,818.0,215.0,,709,9703.0,8097590.0
23,2021-03-07,ME,706.0,1570.0,67.0,16.0,8.0,159,12840.0,1660180.0
24,2021-03-07,MI,16658.0,,866.0,222.0,97.0,0,549881.0,10621967.0
25,2021-03-07,MN,6550.0,25978.0,224.0,57.0,,895,476055.0,
26,2021-03-07,MO,8161.0,,955.0,197.0,135.0,291,,4565866.0
27,2021-03-07,MP,2.0,4.0,,,,1,29.0,26131.0
28,2021-03-07,MS,6808.0,9162.0,419.0,89.0,47.0,260,278162.0,1642348.0
29,2021-03-07,MT,1381.0,4630.0,63.0,12.0,6.0,72,97943.0,1104488.0
30,2021-03-07,NC,11502.0,,1179.0,309.0,,0,,9688838.0
31,2021-03-07,ND,1478.0,3880.0,23.0,3.0,,34,98326.0,1536487.0
32,2021-03-07,NE,2113.0,6237.0,137.0,,,373,157144.0,2421684.0
33,2021-03-07,NH,1184.0,1131.0,68.0,,,166,73615.0,1497185.0
34,2021-03-07,NJ,23574.0,64396.0,1792.0,376.0,232.0,2519,,10902830.0
35,2021-03-07,NM,3808.0,13252.0,169.0,,,180,156554.0,2783542.0
36,2021-03-07,NV,5037.0,,399.0,87.0,48.0,730,,
37,2021-03-07,NY,39029.0,,4789.0,999.0,682.0,6789,,
38,2021-03-07,OH,17656.0,50881.0,820.0,260.0,171.0,735,925655.0,10257157.0
39,2021-03-07,OK,4534.0,24332.0,346.0,100.0,,461,412177.0,3548479.0
40,2021-03-07,OR,2296.0,8714.0,158.0,32.0,12.0,195,,3850973.0
41,2021-03-07,PA,24349.0,,1587.0,314.0,183.0,1658,861756.0,
42,2021-03-07,PR,2062.0,,134.0,21.0,19.0,305,91987.0,415664.0
43,2021-03-07,RI,2547.0,9020.0,141.0,25.0,16.0,265,,
44,2021-03-07,SC,8754.0,20725.0,579.0,137.0,83.0,1408,218863.0,5107156.0
45,2021-03-07,SD,1900.0,6705.0,72.0,9.0,6.0,211,109531.0,701924.0
46,2021-03-07,TN,11543.0,18870.0,851.0,218.0,127.0,0,756793.0,6872745.0
47,2021-03-07,TX,44451.0,,4721.0,1463.0,,2953,2502609.0,19907384.0
48,2021-03-07,UT,1976.0,14891.0,212.0,73.0,,412,358958.0,2910121.0
49,2021-03-07,VA,9596.0,24661.0,1127.0,258.0,168.0,1163,,
50,2021-03-07,VI,25.0,,,,,0,2559.0,
51,2021-03-07,VT,208.0,,31.0,1.0,,119,13384.0,1124215.0
52,2021-03-07,WA,5041.0,19599.0,431.0,98.0,43.0,664,,
53,2021-03-07,WI,7106.0,26457.0,249.0,66.0,,377,553203.0,
54,2021-03-07,WV,2325.0,,179.0,40.0,26.0,155,125383.0,2236551.0
55,2021-03-07,WY,682.0,1391.0,21.0,,,0,53550.0,649293.0
56,2021-03-06,AK,305.0,1293.0,33.0,,2.0,0,,1731628.0
57,2021-03-06,AL,10149.0,45976.0,526.0,,,524,295690.0,
58,2021-03-06,AR,5297.0,14915.0,345.0,148.0,75.0,327,315181.0,2733062.0
59,2021-03-06,AS,0.0,,,,,0,,2140.0
60,2021-03-06,AZ,16323.0,57863.0,966.0,280.0,140.0,1735,,7862995.0
61,2021-03-06,CA,53866.0,,4513.0,1221.0,,4452,,49512828.0
62,2021-03-06,CO,5986.0,23886.0,326.0,,,1108,,
63,2021-03-06,CT,7704.0,,428.0,,,0,,6520366.0
64,2021-03-06,DC,1030.0,,150.0,40.0,15.0,151,29470.0,
65,2021-03-06,DE,1464.0,,114.0,12.0,,265,,
66,2021-03-06,FL,32200.0,82145.0,3352.0,,,4587,,19430475.0
67,2021-03-06,GA,17905.0,56762.0,2071.0,,,2269,,7340242.0
68,2021-03-06,GU,133.0,,2.0,1.0,1.0,1,7590.0,120426.0
69,2021-03-06,HI,444.0,2226.0,27.0,5.0,3.0,85,,
70,2021-03-06,IA,5552.0,,170.0,38.0,10.0,362,319780.0,2749435.0
71,2021-03-06,ID,1876.0,7179.0,150.0,33.0,,240,95808.0,1102848.0
72,2021-03-06,IL,23002.0,,1210.0,261.0,108.0,2565,,18572096.0
73,2021-03-06,IN,12726.0,43153.0,663.0,118.0,60.0,1231,,8212940.0
74,2021-03-06,KS,4812.0,9387.0,235.0,50.0,22.0,0,,2525259.0
75,2021-03-06,KY,4806.0,19451.0,591.0,171.0,72.0,839,48131.0,3975672.0
76,2021-03-06,LA,9716.0,,538.0,,77.0,0,415954.0,5613095.0
77,2021-03-06,MA,16374.0,19713.0,687.0,176.0,114.0,1722,508745.0,16728973.0
78,2021-03-06,MD,7941.0,35572.0,830.0,230.0,,932,9703.0,8064462.0
79,2021-03-06,ME,704.0,1566.0,74.0,20.0,9.0,183,12838.0,1652690.0
80,2021-03-06,MI,16658.0,,866.0,222.0,97.0,1692,549881.0,10621967.0
81,2021-03-06,MN,6546.0,25976.0,224.0,57.0,,946,475170.0,
82,2021-03-06,MO,8161.0,,1001.0,198.0,136.0,386,,4555207.0
83,2021-03-06,MP,2.0,4.0,,,,0,29.0,26131.0
84,2021-03-06,MS,6805.0,9162.0,419.0,89.0,47.0,576,278162.0,1642348.0
85,2021-03-06,MT,1381.0,4629.0,63.0,12.0,6.0,186,97801.0,1101356.0
86,2021-03-06,NC,11502.0,,1179.0,309.0,,2027,,9688838.0
87,2021-03-06,ND,1478.0,3878.0,21.0,3.0,,79,98240.0,1535606.0
88,2021-03-06,NE,2113.0,6229.0,136.0,,,343,156825.0,2421683.0
89,2021-03-06,NH,1181.0,1127.0,90.0,,,273,73327.0,1481488.0
90,2021-03-06,NJ,23557.0,64338.0,1862.0,382.0,233.0,3720,,10902830.0
91,2021-03-06,NM,3796.0,13242.0,148.0,,,282,155000.0,2771840.0
92,2021-03-06,NV,5036.0,,399.0,87.0,48.0,0,,
93,2021-03-06,NY,38970.0,,4954.0,1012.0,694.0,7647,,
94,2021-03-06,OH,17656.0,50848.0,922.0,273.0,188.0,1506,923986.0,10227868.0
95,2021-03-06,OK,4534.0,24277.0,346.0,100.0,,978,411624.0,3548479.0
96,2021-03-06,OR,2293.0,8714.0,158.0,32.0,12.0,211,,3850973.0
97,2021-03-06,PA,24317.0,,1513.0,314.0,171.0,2789,859218.0,
98,2021-03-06,PR,2059.0,,147.0,24.0,18.0,261,91987.0,415664.0
99,2021-03-06,RI,2547.0,9020.0,141.0,25.0,16.0,395,,
100,2021-03-06,SC,8719.0,20659.0,623.0,157.0,86.0,1199,218863.0,5080874.0
101,2021-03-06,SD,1898.0,6692.0,74.0,10.0,7.0,149,109371.0,700649.0
102,2021-03-06,TN,11543.0,18870.0,879.0,223.0,127.0,1312,756793.0,6872745.0
103,2021-03-06,TX,44367.0,,4921.0,1503.0,,5570,2491753.0,19831344.0
104,2021-03-06,UT,1975.0,14867.0,216.0,77.0,,570,358249.0,2903293.0
105,2021-03-06,VA,9519.0,24637.0,1164.0,263.0,160.0,1477,,
106,2021-03-06,VI,25.0,,,,,0,2559.0,
107,2021-03-06,VT,208.0,,26.0,2.0,,145,13305.0,1115467.0
108,2021-03-06,WA,5041.0,19556.0,431.0,98.0,30.0,778,,
109,2021-03-06,WI,7102.0,26432.0,260.0,77.0,,614,552642.0,
110,2021-03-06,WV,2323.0,,196.0,56.0,27.0,326,124983.0,2230102.0
111,2021-03-06,WY,682.0,1391.0,21.0,,,0,53550.0,649293.0
112,2021-03-05,AK,305.0,1293.0,33.0,,2.0,141,,1731628.0
113,2021-03-05,AL,10122.0,45976.0,526.0,,,811,295690.0,
114,2021-03-05,AR,5283.0,14903.0,359.0,153.0,86.0,570,314732.0,2728103.0
115,2021-03-05,AS,0.0,,,,,0,,2140.0
116,2021-03-05,AZ,16269.0,57819.0,1043.0,325.0,154.0,2276,,7827570.0
117,2021-03-05,CA,53448.0,,4714.0,1236.0,,4659,,49294503.0
118,2021-03-05,CO,5986.0,23863.0,356.0,,,1633,,
119,2021-03-05,CT,7704.0,,428.0,,,830,,6520366.0
120,2021-03-05,DC,1027.0,,160.0,45.0,19.0,108,29417.0,
121,2021-03-05,DE,1453.0,,127.0,15.0,,231,,
122,2021-03-05,FL,32093.0,81902.0,3419.0,,,5876,,19371172.0
123,2021-03-05,GA,17815.0,56627.0,2099.0,,,2081,,7315477.0
124,2021-03-05,GU,133.0,,2.0,1.0,1.0,1,7590.0,120426.0
125,2021-03-05,HI,443.0,2225.0,28.0,5.0,3.0,95,,
126,2021-03-05,IA,5549.0,,176.0,39.0,9.0,374,318996.0,2742341.0
127,2021-03-05,ID,1876.0,7164.0,139.0,32.0,,299,95524.0,1100276.0
128,2021-03-05,IL,22946.0,,1166.0,263.0,121.0,1442,,18492848.0
129,2021-03-05,IN,12697.0,43104.0,730.0,123.0,64.0,839,,8171222.0
130,2021-03-05,KS,4812.0,9387.0,235.0,50.0,22.0,752,,2525259.0
131,2021-03-05,KY,4754.0,19380.0,606.0,179.0,76.0,905,48038.0,3969899.0
132,2021-03-05,LA,9716.0,,538.0,,77.0,518,415954.0,5613095.0
133,2021-03-05,MA,16322.0,19713.0,716.0,180.0,109.0,1899,508745.0,16628614.0
134,2021-03-05,MD,7930.0,35378.0,849.0,229.0,,913,9701.0,8024078.0
135,2021-03-05,ME,704.0,1560.0,74.0,27.0,10.0,225,12833.0,1644587.0
136,2021-03-05,MI,16601.0,,866.0,222.0,97.0,1791,541258.0,10584735.0
137,2021-03-05,MN,6534.0,25938.0,224.0,57.0,,796,474175.0,
138,2021-03-05,MO,8158.0,,1019.0,202.0,135.0,430,,4541067.0
139,2021-03-05,MP,2.0,4.0,,,,0,29.0,26131.0
140,2021-03-05,MS,6783.0,9162.0,445.0,99.0,53.0,591,278162.0,1642348.0
141,2021-03-05,MT,1379.0,4610.0,67.0,12.0,7.0,125,97541.0,1096913.0
142,2021-03-05,NC,11446.0,,1226.0,314.0,,2093,,9650184.0
143,2021-03-05,ND,1478.0,3875.0,22.0,3.0,,94,98164.0,1533007.0
144,2021-03-05,NE,2112.0,6226.0,143.0,,,337,156510.0,2411545.0
145,2021-03-05,NH,1178.0,1126.0,90.0,,,244,73004.0,1481488.0
146,2021-03-05,NJ,23521.0,65254.0,1881.0,389.0,223.0,3701,,10902830.0
147,2021-03-05,NM,3787.0,13229.0,183.0,,,304,153376.0,2757994.0
148,2021-03-05,NV,5020.0,,393.0,88.0,49.0,391,,
149,2021-03-05,NY,38891.0,,5034.0,1030.0,700.0,8956,,
150,2021-03-05,OH,17656.0,50782.0,919.0,266.0,185.0,1750,921707.0,10187678.0
151,2021-03-05,OK,4534.0,24157.0,366.0,109.0,,917,410778.0,3536729.0
152,2021-03-05,OR,2284.0,8699.0,154.0,30.0,14.0,386,,3798067.0
153,2021-03-05,PA,24262.0,,1587.0,325.0,173.0,2757,859218.0,
154,2021-03-05,PR,2056.0,,136.0,23.0,18.0,199,91833.0,415664.0
155,2021-03-05,RI,2541.0,9020.0,141.0,25.0,16.0,394,,
156,2021-03-05,SC,8699.0,20605.0,664.0,163.0,88.0,1695,230793.0,5051824.0
157,2021-03-05,SD,1896.0,6681.0,74.0,16.0,8.0,164,109237.0,698456.0
158,2021-03-05,TN,11534.0,18837.0,939.0,246.0,135.0,1445,755474.0,6856581.0
159,2021-03-05,TX,44134.0,,5065.0,1530.0,,6853,2470308.0,19820052.0
160,2021-03-05,UT,1970.0,14841.0,238.0,85.0,,1160,357312.0,2895082.0
161,2021-03-05,VA,9428.0,24514.0,1222.0,254.0,150.0,1652,,
162,2021-03-05,VI,25.0,,,,,10,2559.0,
163,2021-03-05,VT,207.0,,26.0,4.0,,133,13145.0,1107296.0
164,2021-03-05,WA,5032.0,19500.0,413.0,108.0,57.0,854,,
165,2021-03-05,WI,7094.0,26387.0,260.0,77.0,,721,552311.0,
166,2021-03-05,WV,2318.0,,200.0,55.0,28.0,287,124502.0,2218488.0
167,2021-03-05,WY,682.0,1391.0,21.0,,,79,53550.0,649293.0
168,2021-03-04,AK,303.0,1290.0,32.0,,2.0,140,,1724484.0
169,2021-03-04,AL,10094.0,45807.0,544.0,,,922,295690.0,
170,2021-03-04,AR,5273.0,14876.0,397.0,165.0,91.0,403,314207.0,2719229.0
171,2021-03-04,AS,0.0,,,,,0,,2140.0
172,2021-03-04,AZ,16185.0,57747.0,1072.0,343.0,165.0,1154,,7775843.0
173,2021-03-04,CA,53048.0,,4967.0,1327.0,,3504,,49147685.0
174,2021-03-04,CO,5974.0,23791.0,355.0,,,1351,,
175,2021-03-04,CT,7693.0,,433.0,,,878,,6478498.0
176,2021-03-04,DC,1024.0,,170.0,49.0,18.0,196,29287.0,
177,2021-03-04,DE,1444.0,,130.0,18.0,,218,,
178,2021-03-04,FL,31955.0,81600.0,3566.0,,,5997,,19293295.0
179,2021-03-04,GA,17750.0,56512.0,2191.0,,,2886,,7279616.0
180,2021-03-04,GU,131.0,,5.0,1.0,1.0,2,7590.0,119887.0
181,2021-03-04,HI,441.0,2225.0,28.0,5.0,3.0,59,,
182,2021-03-04,IA,5536.0,,184.0,39.0,11.0,400,318560.0,2734777.0
183,2021-03-04,ID,1876.0,7144.0,139.0,32.0,,452,95222.0,1096824.0
184,2021-03-04,IL,22902.0,,1200.0,260.0,128.0,1740,,18389512.0
185,2021-03-04,IN,12663.0,43044.0,692.0,131.0,63.0,935,,8133596.0
186,2021-03-04,KS,4816.0,9355.0,203.0,59.0,23.0,0,,2504238.0
187,2021-03-04,KY,4732.0,19364.0,645.0,172.0,91.0,1067,47992.0,3954639.0
188,2021-03-04,LA,9686.0,,554.0,,74.0,756,415954.0,5594088.0
189,2021-03-04,MA,16296.0,19713.0,741.0,168.0,100.0,1567,508745.0,16522351.0
190,2021-03-04,MD,7922.0,35304.0,856.0,216.0,,809,9691.0,7982350.0
191,2021-03-04,ME,705.0,1549.0,69.0,23.0,8.0,136,12827.0,1633308.0
192,2021-03-04,MI,16589.0,,890.0,229.0,102.0,1827,541258.0,10538623.0
193,2021-03-04,MN,6521.0,25896.0,229.0,59.0,,940,473728.0,
194,2021-03-04,MO,8150.0,,999.0,213.0,136.0,467,,4524474.0
195,2021-03-04,MP,2.0,4.0,,,,0,29.0,26131.0
196,2021-03-04,MS,6764.0,9162.0,448.0,101.0,62.0,479,278162.0,1642348.0
197,2021-03-04,MT,1375.0,4608.0,73.0,14.0,7.0,180,97499.0,1091522.0
198,2021-03-04,NC,11399.0,,1290.0,326.0,,2502,,9605697.0
199,2021-03-04,ND,1478.0,3875.0,22.0,3.0,,117,98071.0,1528837.0
200,2021-03-04,NE,2092.0,6157.0,151.0,,,365,156048.0,2403686.0
201,2021-03-04,NH,1178.0,1127.0,92.0,,,188,72809.0,1474441.0
202,2021-03-04,NJ,23491.0,64137.0,1900.0,376.0,214.0,3193,,10806397.0
203,2021-03-04,NM,3769.0,13215.0,177.0,,,258,151708.0,2738734.0
204,2021-03-04,NV,5005.0,,407.0,97.0,47.0,385,,
205,2021-03-04,NY,38796.0,,5177.0,1043.0,712.0,7593,,
206,2021-03-04,OH,17189.0,50695.0,1009.0,270.0,196.0,1875,919296.0,10144547.0
207,2021-03-04,OK,4534.0,24103.0,404.0,118.0,,895,409728.0,3527683.0
208,2021-03-04,OR,2252.0,8682.0,165.0,37.0,12.0,250,,3787438.0
209,2021-03-04,PA,24219.0,,1628.0,350.0,177.0,3028,856709.0,
210,2021-03-04,PR,2053.0,,171.0,23.0,19.0,102,91530.0,415664.0
211,2021-03-04,RI,2539.0,9002.0,148.0,23.0,16.0,442,,
212,2021-03-04,SC,8660.0,20542.0,734.0,180.0,91.0,1567,230793.0,5025335.0
213,2021-03-04,SD,1896.0,6664.0,87.0,17.0,10.0,232,109113.0,696656.0
214,2021-03-04,TN,11501.0,18779.0,970.0,258.0,127.0,1514,754465.0,6834882.0
215,2021-03-04,TX,43878.0,,5263.0,1599.0,,8028,2458818.0,19764177.0
216,2021-03-04,UT,1955.0,14783.0,247.0,92.0,,0,355033.0,2886369.0
217,2021-03-04,VA,9357.0,24414.0,1352.0,284.0,184.0,1300,,
218,2021-03-04,VI,25.0,,,,,9,2547.0,
219,2021-03-04,VT,207.0,,27.0,5.0,,199,12990.0,1094855.0
220,2021-03-04,WA,5012.0,19466.0,461.0,121.0,61.0,795,,
221,2021-03-04,WI,7082.0,26330.0,262.0,67.0,,855,551885.0,
222,2021-03-04,WV,2309.0,,193.0,57.0,22.0,261,124050.0,2207676.0
223,2021-03-04,WY,682.0,1389.0,23.0,,,69,53481.0,646179.0
224,2021-03-03,AK,303.0,1285.0,26.0,,2.0,177,,1711018.0
225,2021-03-03,AL,10029.0,45723.0,559.0,,,2733,295690.0,
226,2021-03-03,AR,5261.0,14826.0,397.0,165.0,91.0,404,313799.0,2709946.0
227,2021-03-03,AS,0.0,,,,,0,,2140.0
228,2021-03-03,AZ,16089.0,57697.0,1165.0,381.0,177.0,1284,,7739361.0
229,2021-03-03,CA,52775.0,,5110.0,1403.0,,3352,,49028048.0
230,2021-03-03,CO,5970.0,23735.0,389.0,,,1055,,
231,2021-03-03,CT,7678.0,,451.0,,,494,,6435635.0
232,2021-03-03,DC,1023.0,,177.0,47.0,23.0,51,29213.0,
233,2021-03-03,DE,1440.0,,135.0,17.0,,232,,
234,2021-03-03,FL,31829.0,81278.0,3596.0,,,5860,,19218847.0
235,2021-03-03,GA,17625.0,56369.0,2299.0,,,2735,,7251427.0
236,2021-03-03,GU,131.0,,4.0,1.0,1.0,3,7583.0,119461.0
237,2021-03-03,HI,441.0,2226.0,26.0,7.0,3.0,17,,
238,2021-03-03,IA,5501.0,,191.0,40.0,11.0,482,317731.0,2725336.0
239,2021-03-03,ID,1871.0,7131.0,121.0,32.0,,374,94936.0,1092871.0
240,2021-03-03,IL,22853.0,,1260.0,275.0,138.0,2104,,18315522.0
241,2021-03-03,IN,12633.0,42955.0,731.0,131.0,65.0,761,,8093057.0
242,2021-03-03,KS,4816.0,9355.0,203.0,59.0,23.0,807,,2504238.0
243,2021-03-03,KY,4704.0,19304.0,680.0,175.0,79.0,1172,47927.0,3940366.0
244,2021-03-03,LA,9668.0,,588.0,,78.0,500,415954.0,5569524.0
245,2021-03-03,MA,16252.0,19713.0,755.0,173.0,109.0,1899,494740.0,16419989.0
246,2021-03-03,MD,7919.0,35223.0,863.0,228.0,,786,9685.0,7948627.0
247,2021-03-03,ME,705.0,1545.0,67.0,24.0,8.0,147,12820.0,1622215.0
248,2021-03-03,MI,16550.0,,882.0,234.0,100.0,1705,541258.0,10492137.0
249,2021-03-03,MN,6507.0,25863.0,243.0,57.0,,779,473252.0,
250,2021-03-03,MO,8148.0,,989.0,213.0,146.0,387,,4508176.0
251,2021-03-03,MP,2.0,4.0,,,,1,29.0,26131.0
252,2021-03-03,MS,6743.0,9162.0,469.0,120.0,64.0,380,278162.0,1642348.0
253,2021-03-03,MT,1373.0,4600.0,67.0,13.0,7.0,193,97327.0,1086548.0
254,2021-03-03,NC,11363.0,,1303.0,332.0,,2145,,9561647.0
255,2021-03-03,ND,1478.0,3871.0,20.0,3.0,,110,98014.0,1524029.0
256,2021-03-03,NE,2091.0,6147.0,150.0,,,262,155933.0,2392401.0
257,2021-03-03,NH,1175.0,1123.0,89.0,,,187,72600.0,1467389.0
258,2021-03-03,NJ,23449.0,64050.0,1921.0,403.0,243.0,3691,,10806397.0
259,2021-03-03,NM,3753.0,13190.0,195.0,,,356,150168.0,2720382.0
260,2021-03-03,NV,4987.0,,440.0,100.0,53.0,395,,
261,2021-03-03,NY,38735.0,,5323.0,1047.0,735.0,7704,,
262,2021-03-03,OH,17189.0,50613.0,1081.0,279.0,195.0,2022,916592.0,10101222.0
263,2021-03-03,OK,4534.0,24064.0,427.0,135.0,,747,408963.0,3516251.0
264,2021-03-03,OR,2225.0,8653.0,184.0,33.0,11.0,250,,3760400.0
265,2021-03-03,PA,24169.0,,1648.0,357.0,186.0,2577,844569.0,
266,2021-03-03,PR,2048.0,,169.0,33.0,25.0,30,91338.0,415664.0
267,2021-03-03,RI,2534.0,8982.0,147.0,23.0,14.0,436,,
268,2021-03-03,SC,8620.0,20501.0,706.0,190.0,86.0,1173,230793.0,5004317.0
269,2021-03-03,SD,1893.0,6654.0,97.0,16.0,8.0,181,108947.0,694883.0
270,2021-03-03,TN,11459.0,18742.0,1033.0,259.0,140.0,1598,752966.0,6817121.0
271,2021-03-03,TX,43563.0,,5508.0,1713.0,,7822,2450229.0,19707655.0
272,2021-03-03,UT,1955.0,14783.0,247.0,92.0,,729,355033.0,2876176.0
273,2021-03-03,VA,9326.0,24354.0,1352.0,284.0,184.0,1549,,
274,2021-03-03,VI,25.0,,,,,49,2539.0,
275,2021-03-03,VT,207.0,,24.0,5.0,,115,12842.0,1083198.0
276,2021-03-03,WA,4988.0,19433.0,467.0,131.0,64.0,733,,
277,2021-03-03,WI,7069.0,26279.0,267.0,69.0,,780,551329.0,
278,2021-03-03,WV,2309.0,,197.0,60.0,25.0,232,123656.0,2198254.0
279,2021-03-03,WY,682.0,1388.0,24.0,,,89,53375.0,643476.0
280,2021-03-02,AK,302.0,1286.0,26.0,,6.0,89,,1704660.0
281,2021-03-02,AL,9991.0,45699.0,631.0,,,652,285130.0,
282,2021-03-02,AR,5254.0,14795.0,416.0,160.0,80.0,440,313426.0,2702395.0
283,2021-03-02,AS,0.0,,,,,0,,2140.0
284,2021-03-02,AZ,16060.0,57591.0,1202.0,385.0,203.0,849,,7701480.0
285,2021-03-02,CA,52497.0,,5302.0,1452.0,,2533,,48897190.0
286,2021-03-02,CO,5959.0,23593.0,395.0,,,776,,
287,2021-03-02,CT,7658.0,,413.0,,,502,,6418467.0
288,2021-03-02,DC,1019.0,,177.0,47.0,29.0,83,29111.0,
289,2021-03-02,DE,1426.0,,151.0,18.0,,113,,
290,2021-03-02,FL,31696.0,80972.0,3674.0,,,7047,,19167318.0
291,2021-03-02,GA,17480.0,56251.0,2348.0,,,3147,,7234444.0
292,2021-03-02,GU,131.0,,4.0,2.0,1.0,5,7580.0,119080.0
293,2021-03-02,HI,439.0,2226.0,31.0,6.0,3.0,35,,
294,2021-03-02,IA,5498.0,,209.0,39.0,11.0,230,316185.0,2716525.0
295,2021-03-02,ID,1867.0,7111.0,121.0,32.0,,322,94707.0,1088968.0
296,2021-03-02,IL,22803.0,,1231.0,281.0,148.0,1577,,18234668.0
297,2021-03-02,IN,12623.0,42862.0,765.0,123.0,64.0,537,,8056112.0
298,2021-03-02,KS,4743.0,9290.0,165.0,43.0,16.0,0,,2485181.0
299,2021-03-02,KY,4671.0,19234.0,684.0,178.0,82.0,1075,47787.0,3922153.0
300,2021-03-02,LA,9647.0,,629.0,,89.0,767,408463.0,5548222.0
301,2021-03-02,MA,16182.0,19444.0,775.0,187.0,116.0,301,494740.0,16317937.0
302,2021-03-02,MD,7905.0,35152.0,896.0,232.0,,468,9677.0,7917331.0
303,2021-03-02,ME,703.0,1536.0,69.0,25.0,8.0,182,12811.0,1609150.0
304,2021-03-02,MI,16544.0,,959.0,228.0,99.0,1642,541258.0,10455684.0
305,2021-03-02,MN,6490.0,25826.0,243.0,57.0,,425,472470.0,
306,2021-03-02,MO,7932.0,,1025.0,213.0,141.0,266,,4497905.0
307,2021-03-02,MP,2.0,4.0,,,,0,29.0,26131.0
308,2021-03-02,MS,6724.0,9162.0,457.0,109.0,69.0,301,278162.0,1642348.0
309,2021-03-02,MT,1372.0,4591.0,83.0,20.0,7.0,155,97199.0,1081562.0
310,2021-03-02,NC,11288.0,,1353.0,334.0,,1239,,9541671.0
311,2021-03-02,ND,1477.0,3874.0,24.0,3.0,,105,97934.0,1519660.0
312,2021-03-02,NE,2084.0,6140.0,154.0,,,400,155712.0,2382251.0
313,2021-03-02,NH,1170.0,1119.0,88.0,,,215,72359.0,1465475.0
314,2021-03-02,NJ,23321.0,63917.0,1915.0,395.0,228.0,3289,,10690625.0
315,2021-03-02,NM,3740.0,13148.0,199.0,,,245,148641.0,2710151.0
316,2021-03-02,NV,4967.0,,459.0,108.0,53.0,309,,
317,2021-03-02,NY,38660.0,,5369.0,1076.0,747.0,5800,,
318,2021-03-02,OH,17189.0,50503.0,1131.0,295.0,207.0,1736,914893.0,10084481.0
319,2021-03-02,OK,4534.0,23999.0,447.0,134.0,,111,407934.0,3499681.0
320,2021-03-02,OR,2212.0,8621.0,158.0,33.0,13.0,190,,3748444.0
321,2021-03-02,PA,24100.0,,1670.0,354.0,190.0,2564,851608.0,
322,2021-03-02,PR,2040.0,,162.0,23.0,24.0,151,91134.0,415664.0
323,2021-03-02,RI,2525.0,8966.0,157.0,25.0,17.0,261,,
324,2021-03-02,SC,8576.0,20428.0,706.0,190.0,86.0,847,230793.0,4995121.0
325,2021-03-02,SD,1888.0,6640.0,92.0,13.0,10.0,182,108789.0,692858.0
326,2021-03-02,TN,11436.0,18679.0,991.0,256.0,133.0,644,751776.0,6797475.0
327,2021-03-02,TX,43266.0,,5644.0,1728.0,,7747,2441822.0,19643058.0
328,2021-03-02,UT,1949.0,14753.0,237.0,92.0,,487,353737.0,2865473.0
329,2021-03-02,VA,8943.0,24258.0,1345.0,305.0,200.0,1385,,
330,2021-03-02,VI,25.0,,,,,0,2511.0,
331,2021-03-02,VT,206.0,,24.0,7.0,,88,12759.0,1078840.0
332,2021-03-02,WA,4969.0,19372.0,473.0,125.0,61.0,935,,
333,2021-03-02,WI,7050.0,26222.0,275.0,71.0,,607,550730.0,
334,2021-03-02,WV,2301.0,,210.0,61.0,28.0,136,123191.0,2190001.0
335,2021-03-02,WY,682.0,1385.0,24.0,,,56,53339.0,641380.0
336,2021-03-01,AK,300.0,1279.0,25.0,,5.0,350,,1698031.0
337,2021-03-01,AL,9931.0,45648.0,651.0,,,517,285130.0,
338,2021-03-01,AR,5250.0,14763.0,441.0,173.0,84.0,94,313002.0,2698497.0
339,2021-03-01,AS,0.0,,,,,0,,2140.0
340,2021-03-01,AZ,15979.0,57589.0,1241.0,382.0,196.0,1039,,7682489.0
