,submission_date,state,tot_cases,new_case,tot_death,new_death,created_at
0,03/29/2021,TX,2775669,3589,48628,46,03/31/2021 12:00:00 AM
1,07/28/2020,MP,40,0,2,0,07/29/2020 02:34:46 PM
2,08/22/2020,AR,56199,547,674,11,08/23/2020 02:15:28 PM
3,05/09/2021,PW,0,0,0,0,05/10/2021 02:15:36 PM
4,08/15/2020,FL,563628,6291,9345,204,08/16/2020 02:57:14 PM
5,05/22/2021,MA,704796,451,17818,5,05/23/2021 01:37:59 PM
6,10/01/2020,MP,73,3,2,0,10/02/2020 01:40:08 PM
7,05/05/2021,PR,133846,141,2348,11,05/06/2021 02:14:04 PM
8,02/16/2021,TX,2567297,3348,44566,157,02/18/2021 12:00:00 AM
9,06/20/2021,PW,2,0,0,0,06/21/2021 04:43:32 PM
10,03/19/2020,GA,493,115,13,7,03/26/2020 12:22:39 PM
11,04/17/2020,AS,0,0,0,0,04/17/2020 04:22:39 PM
12,08/29/2020,PR,32848,298,434,6,08/30/2020 02:49:52 PM
13,04/16/2020,AK,300,7,9,0,04/16/2020 12:00:00 AM
14,06/26/2020,NYC,216745,395,22892,17,06/24/2020 12:00:00 AM
15,05/25/2020,CO,24226,89,1331,1,05/26/2020 02:23:02 PM
16,05/03/2021,GA,1103659,870,20227,15,05/04/2021 02:00:10 PM
17,01/14/2021,WV,105219,827,1702,31,01/15/2021 02:46:04 PM
18,03/07/2021,UT,374850,412,1976,1,03/08/2021 02:47:36 PM
19,03/18/2020,AR,37,13,0,0,03/26/2020 04:22:39 PM
20,03/18/2021,AS,4,0,0,0,03/19/2021 02:25:43 PM
21,09/26/2020,MP,70,1,2,0,09/27/2020 01:39:49 PM
22,06/21/2021,MA,709443,48,17976,5,06/22/2021 02:36:11 PM
23,02/27/2021,PR,100297,253,2036,4,02/28/2021 02:48:18 PM
24,04/24/2020,MA,50969,4946,3194,203,05/12/2021 01:46:26 PM
25,04/12/2021,UT,390289,185,2159,0,04/13/2021 02:00:37 PM
26,05/29/2020,CO,25613,492,1436,15,05/30/2020 03:47:59 PM
27,02/23/2021,PW,0,0,0,0,02/24/2021 02:56:12 PM
28,05/05/2020,WV,1242,18,50,0,05/06/2020 04:23:08 PM
29,04/19/2020,CO,9634,201,421,10,04/19/2020 04:22:39 PM
30,08/12/2020,GA,232148,3767,4456,105,08/13/2020 10:12:28 AM
31,04/15/2021,OK,445830,276,7214,4,04/16/2021 12:00:00 AM
32,06/15/2021,HI,35802,33,503,0,06/16/2021 03:10:20 PM
33,06/18/2020,TX,99851,3516,2487,41,06/20/2020 12:00:00 AM
34,06/29/2021,AR,348699,479,5905,8,06/30/2021 02:11:39 PM
35,04/26/2020,WV,1053,28,34,1,05/25/2020 03:38:40 PM
36,02/25/2021,AK,55950,150,322,0,02/25/2021 12:00:00 AM
37,12/19/2020,UT,248970,2408,1148,8,12/20/2020 02:32:33 PM
38,04/30/2021,AR,335725,196,5739,4,05/01/2021 01:43:22 PM
39,10/08/2020,CO,75785,863,2095,10,10/09/2020 01:43:36 PM
40,05/26/2020,OK,6861,69,350,3,05/27/2020 12:00:00 AM
41,04/18/2021,AK,63580,141,341,0,04/18/2021 12:00:00 AM
42,09/13/2020,CO,61324,417,1988,0,09/14/2020 02:01:21 PM
43,08/07/2020,CO,49893,457,1857,5,08/08/2020 02:58:44 PM
44,05/19/2021,CO,534364,1245,6472,16,05/20/2021 03:08:06 PM
45,05/18/2021,KS,312332,259,5040,0,05/19/2021 02:37:49 PM
46,12/21/2020,MP,116,0,2,0,12/22/2020 02:35:48 PM
47,12/04/2020,NYC,336414,3831,24117,27,12/02/2020 12:00:00 AM
48,10/07/2020,MA,136492,535,9575,16,10/09/2020 12:00:00 AM
49,11/05/2020,KS,92215,0,1087,0,11/06/2020 03:33:41 PM
50,04/01/2021,KS,302372,0,4913,0,04/02/2021 01:56:15 PM
51,05/09/2020,GA,30670,307,1404,42,05/10/2020 05:26:08 PM
52,11/28/2020,WV,45845,799,718,6,11/29/2020 02:49:08 PM
53,10/10/2020,MA,138340,639,9621,17,10/12/2020 12:00:00 AM
54,06/04/2020,AS,0,0,0,0,06/05/2020 03:17:07 PM
55,12/22/2020,UT,255085,2302,1173,12,12/23/2020 02:36:58 PM
56,09/11/2020,MP,60,1,2,0,09/12/2020 02:12:43 PM
57,01/25/2021,HI,25209,116,339,0,01/26/2021 02:46:01 PM
58,12/07/2020,UT,217638,2231,949,10,12/08/2020 02:59:49 PM
59,03/26/2020,GA,1843,303,60,13,03/26/2020 12:22:39 PM
60,05/19/2021,TX,2926481,2015,50559,26,05/21/2021 12:00:00 AM
61,03/20/2020,HI,49,10,0,0,03/26/2020 12:22:39 PM
62,08/09/2020,OK,48097,426,762,9,08/10/2020 12:00:00 AM
63,03/04/2020,OK,49,6,0,0,03/05/2020 12:00:00 AM
64,03/03/2020,CO,0,0,0,0,03/26/2020 04:22:39 PM
65,07/07/2020,OK,24177,1171,467,6,07/08/2020 12:00:00 AM
66,04/05/2020,NYC,82929,5835,4504,664,04/03/2020 12:00:00 AM
67,01/03/2021,WV,91058,1731,1376,3,01/04/2021 02:55:45 PM
68,10/06/2020,HI,13009,109,160,3,10/07/2020 09:45:01 AM
69,08/08/2020,NYC,230667,308,23304,6,08/06/2020 12:00:00 AM
70,04/20/2020,KS,1986,137,100,8,04/20/2020 04:22:39 PM
71,12/23/2020,AS,3,0,0,0,12/24/2020 02:31:20 PM
72,12/17/2020,PW,0,0,0,0,12/18/2020 02:45:01 PM
73,04/15/2020,GA,14819,686,579,53,04/15/2020 12:22:39 PM
74,03/08/2020,AS,0,0,0,0,03/26/2020 04:22:39 PM
75,03/22/2020,UT,169,44,1,1,03/26/2020 04:22:39 PM
76,06/12/2020,NYC,211945,384,22611,38,06/10/2020 12:00:00 AM
77,03/27/2021,FL,2001325,5777,33142,26,03/28/2021 01:52:27 PM
78,10/14/2020,OK,110994,1276,1588,20,10/15/2020 12:00:00 AM
79,06/05/2021,PR,139004,55,2518,2,06/06/2021 01:36:52 PM
80,01/17/2021,UT,323837,1585,1493,8,01/18/2021 02:39:32 PM
81,05/16/2021,MP,172,0,2,0,05/17/2021 02:13:39 PM
82,11/14/2020,CO,159234,5196,2525,21,11/15/2020 03:12:13 PM
83,10/27/2020,FL,776215,4226,16505,56,10/28/2020 01:52:28 PM
84,06/18/2020,AK,713,12,16,0,06/18/2020 12:00:00 AM
85,05/15/2020,AK,390,1,11,0,05/15/2020 12:00:00 AM
86,06/24/2020,PR,6877,57,151,2,06/25/2020 02:07:27 PM
87,04/25/2021,KS,307700,164,4968,0,04/26/2021 01:45:41 PM
88,03/01/2021,MA,582543,1395,16272,53,03/03/2021 12:00:00 AM
89,02/09/2020,FL,0,0,0,0,03/26/2020 04:22:39 PM
90,01/23/2020,KS,0,0,0,0,03/26/2020 04:22:39 PM
91,04/19/2021,KS,306290,429,4955,2,04/20/2021 02:59:01 PM
92,01/06/2021,NYC,472480,7988,25354,64,01/04/2021 12:00:00 AM
93,07/03/2020,AS,0,0,0,0,07/04/2020 03:30:31 PM
94,01/28/2021,OK,403811,2168,6114,41,01/29/2021 12:00:00 AM
95,06/19/2020,FL,87643,3789,3104,43,06/20/2020 02:15:45 PM
96,02/27/2020,PR,0,0,0,0,03/26/2020 04:22:39 PM
97,06/17/2020,AR,13606,415,197,9,06/18/2020 05:16:14 PM
98,02/04/2021,MA,533921,2804,15078,64,02/06/2021 12:00:00 AM
99,12/06/2020,AS,3,0,0,0,12/07/2020 02:38:33 PM
100,05/29/2020,FL,53114,1196,2413,49,05/30/2020 03:47:59 PM
101,06/26/2020,AR,18740,678,249,7,06/27/2020 05:51:58 PM
102,03/15/2020,AR,16,4,0,0,03/26/2020 04:22:39 PM
103,04/02/2021,KS,302873,501,4932,19,04/03/2021 01:51:09 PM
104,11/16/2020,PW,0,0,0,0,11/17/2020 02:52:47 PM
105,07/10/2020,AS,0,0,0,0,07/11/2020 06:25:05 PM
106,02/10/2020,AK,0,0,0,0,03/26/2020 04:22:39 PM
107,06/03/2021,NYC,950172,334,33277,12,06/01/2021 12:00:00 AM
108,05/01/2020,UT,4828,75,46,0,05/02/2020 03:47:19 PM
109,02/04/2021,WV,123044,574,2080,22,02/05/2021 02:54:41 PM
110,12/01/2020,AR,159309,1950,2512,10,12/02/2020 03:48:48 PM
111,05/09/2020,AK,378,1,10,0,05/09/2020 12:00:00 AM
112,04/21/2020,PW,0,0,0,0,04/21/2020 04:22:39 PM
113,05/25/2020,NYC,202802,459,21840,63,05/23/2020 12:00:00 AM
114,02/18/2021,WV,128760,355,2236,11,02/19/2021 03:33:51 PM
115,04/22/2020,MA,42944,1745,2796,154,04/24/2020 12:00:00 AM
116,01/18/2021,KS,259822,3688,3525,23,01/19/2021 02:37:00 PM
117,04/29/2020,KS,3738,247,125,1,04/30/2020 04:07:01 PM
118,02/09/2021,AK,53961,106,310,1,02/09/2021 12:00:00 AM
119,04/22/2020,PW,0,0,0,0,04/22/2020 04:22:39 PM
120,03/06/2020,CO,2,1,0,0,03/26/2020 04:22:39 PM
121,03/07/2020,AS,0,0,0,0,03/26/2020 04:22:39 PM
122,03/21/2020,CO,475,112,5,1,03/26/2020 04:22:39 PM
123,04/28/2021,PW,0,0,0,0,04/29/2021 01:47:03 PM
124,05/05/2021,MA,693608,1019,17645,6,05/07/2021 12:00:00 AM
125,04/30/2020,MA,62205,1940,4125,145,05/02/2020 12:00:00 AM
126,08/18/2020,AK,4381,66,50,0,08/18/2020 12:00:00 AM
127,03/21/2020,TX,235,60,11,2,03/23/2020 12:00:00 AM
128,12/07/2020,CO,264618,4037,3358,2,12/08/2020 02:59:49 PM
129,03/29/2021,PR,106935,447,2112,0,03/30/2021 02:06:13 PM
130,04/06/2020,GA,7388,739,319,100,04/05/2020 12:22:39 PM
131,06/01/2021,AK,67507,26,362,0,06/02/2021 02:35:40 PM
132,07/01/2021,NYC,956061,193,33426,4,07/02/2021 01:55:07 PM
133,02/09/2021,PW,0,0,0,0,02/10/2021 02:52:16 PM
134,10/19/2020,AK,11226,202,91,0,10/19/2020 12:00:00 AM
135,08/02/2020,MP,46,1,2,0,08/03/2020 02:31:01 PM
136,07/05/2020,MA,104502,111,8224,18,07/07/2020 12:00:00 AM
137,02/14/2021,NYC,677629,4173,28342,84,02/12/2021 12:00:00 AM
138,04/30/2021,GA,1100187,1464,20190,32,05/01/2021 01:43:22 PM
139,11/21/2020,UT,173979,3395,787,14,11/22/2020 03:02:23 PM
140,06/03/2020,MA,97964,425,7366,41,06/05/2020 12:00:00 AM
141,04/20/2020,MP,14,0,0,-2,04/20/2020 04:22:39 PM
142,04/02/2021,UT,386550,422,2131,6,04/03/2021 01:51:09 PM
143,03/24/2021,UT,382733,562,2082,5,03/25/2021 02:25:23 PM
144,11/17/2020,PR,43910,325,971,20,11/18/2020 02:57:46 PM
145,07/02/2020,OK,20704,857,444,2,07/03/2020 12:00:00 AM
146,04/04/2020,AR,743,5,14,2,04/03/2020 04:22:39 PM
147,12/31/2020,MP,122,0,2,0,01/01/2021 02:49:07 PM
148,01/04/2021,WV,91886,828,1396,20,01/05/2021 03:00:42 PM
149,10/09/2020,WV,17707,382,376,6,10/10/2020 01:30:17 PM
150,11/21/2020,GA,446804,6213,9179,37,11/22/2020 03:02:23 PM
151,11/13/2020,TX,1089078,13424,21305,166,11/15/2020 12:00:00 AM
152,02/11/2021,CO,409683,1722,5781,11,02/12/2021 02:56:38 PM
153,02/07/2021,OK,420050,899,6471,31,02/08/2021 12:00:00 AM
154,02/17/2020,AR,0,0,0,0,03/26/2020 04:22:39 PM
155,02/05/2021,PW,0,0,0,0,02/06/2021 04:05:17 PM
156,03/30/2021,OK,442119,245,7146,9,03/31/2021 12:00:00 AM
157,02/24/2020,OK,10,0,0,0,02/25/2020 12:00:00 AM
158,03/08/2021,AR,324951,133,5343,24,03/09/2021 02:47:41 PM
159,05/10/2020,AR,3984,0,91,1,05/11/2020 09:26:08 PM
160,03/11/2021,FL,1926494,4946,32040,92,03/12/2021 03:20:13 PM
161,06/20/2020,AK,750,21,16,0,06/20/2020 12:00:00 AM
162,09/05/2020,FL,636653,3593,11811,61,09/06/2020 02:09:04 PM
163,11/22/2020,HI,17039,120,231,2,11/23/2020 03:04:35 PM
164,04/03/2021,WV,143106,453,2693,5,04/04/2021 01:43:43 PM
165,12/19/2020,TX,1573888,17907,28305,222,12/21/2020 12:00:00 AM
166,08/29/2020,MP,56,0,2,0,08/30/2020 02:49:52 PM
167,05/22/2020,AS,0,0,0,0,05/23/2020 05:58:16 PM
168,07/01/2020,UT,23386,640,175,2,07/02/2020 03:10:03 PM
169,07/28/2020,HI,1840,110,26,0,07/29/2020 10:34:46 AM
170,10/13/2020,MP,77,0,2,0,10/14/2020 01:28:39 PM
171,04/30/2020,PR,1539,106,92,6,05/01/2020 09:00:19 PM
172,12/20/2020,GA,587918,5618,10383,2,12/21/2020 02:39:53 PM
173,12/27/2020,MP,122,0,2,0,12/28/2020 02:42:49 PM
174,06/12/2021,CO,550618,604,6688,11,06/13/2021 01:40:53 PM
175,01/17/2021,MP,128,0,2,0,01/18/2021 02:39:32 PM
176,05/15/2020,PW,0,0,0,0,05/16/2020 03:46:44 PM
177,01/29/2020,TX,0,0,0,0,03/26/2020 04:22:39 PM
178,07/05/2020,AK,1141,27,18,0,07/05/2020 12:00:00 AM
179,04/20/2020,FL,26329,731,823,49,04/20/2020 04:22:39 PM
180,04/21/2021,OK,447176,220,7236,5,04/22/2021 12:00:00 AM
181,11/26/2020,AR,152625,2348,2436,11,11/27/2020 03:07:59 PM
182,10/28/2020,MA,154218,1181,9977,20,10/30/2020 12:00:00 AM
183,03/08/2021,NYC,761346,2747,29915,57,03/06/2021 12:00:00 AM
184,04/03/2020,AR,738,59,12,0,04/03/2020 04:22:39 PM
185,06/07/2020,MP,28,1,2,0,06/08/2020 02:55:08 PM
186,12/02/2020,PR,54105,397,1155,11,12/03/2020 03:21:08 PM
187,10/06/2020,MP,75,0,2,0,10/07/2020 01:45:01 PM
188,04/03/2021,UT,386997,447,2132,1,04/04/2021 01:43:43 PM
189,10/14/2020,FL,732399,2808,15595,64,10/15/2020 01:30:46 PM
190,06/05/2020,WV,2119,17,84,5,06/06/2020 02:31:37 PM
191,09/01/2020,AS,0,0,0,0,09/02/2020 01:49:48 PM
192,03/20/2021,PR,104221,326,2096,4,03/21/2021 01:54:01 PM
193,05/18/2021,AR,339162,313,5805,9,05/19/2021 02:37:49 PM
194,09/19/2020,CO,64356,606,2013,4,09/20/2020 01:53:10 PM
195,08/03/2020,PW,0,0,0,0,08/04/2020 02:09:35 PM
196,07/08/2020,OK,25217,1040,471,4,07/09/2020 12:00:00 AM
197,07/10/2020,AK,1323,50,21,1,07/10/2020 12:00:00 AM
198,11/06/2020,NYC,274216,1487,23764,9,11/04/2020 12:00:00 AM
199,10/23/2020,AR,104135,1337,1782,10,10/24/2020 01:26:44 PM
200,05/12/2020,PR,2299,43,114,1,05/13/2020 03:26:08 PM
201,06/22/2020,CO,30705,166,1651,4,06/23/2020 02:28:19 PM
202,04/22/2021,PR,126384,1172,2246,8,04/23/2021 01:57:50 PM
203,03/26/2020,MP,0,0,0,0,03/26/2020 04:22:39 PM
204,04/09/2021,OK,444432,210,7194,7,04/10/2021 12:00:00 AM
205,06/30/2021,TX,2988457,936,51245,22,07/01/2021 02:29:33 PM
206,12/28/2020,PR,75790,2132,1460,4,12/29/2020 02:56:32 PM
207,03/21/2020,FL,706,196,12,1,03/26/2020 04:22:39 PM
208,08/12/2020,PW,0,0,0,0,08/13/2020 02:12:28 PM
209,03/18/2020,MA,256,38,2,2,03/20/2020 12:00:00 AM
210,01/24/2021,PW,0,0,0,0,01/25/2021 02:42:40 PM
211,05/17/2021,AR,338849,67,5796,2,05/18/2021 02:26:44 PM
212,04/18/2021,FL,2128136,6749,34439,35,04/19/2021 03:04:26 PM
213,09/11/2020,PW,0,0,0,0,09/12/2020 02:12:43 PM
214,10/25/2020,PW,0,0,0,0,10/26/2020 01:41:41 PM
215,08/17/2020,OK,53136,324,873,14,08/18/2020 12:00:00 AM
216,05/12/2021,PR,135871,102,2412,17,05/13/2021 02:28:07 PM
217,06/26/2020,WV,2730,36,92,0,06/27/2020 05:51:58 PM
218,09/22/2020,OK,85354,1205,1282,18,09/23/2020 12:00:00 AM
219,07/30/2020,MA,109400,304,8611,10,08/01/2020 12:00:00 AM
220,06/25/2021,WV,163804,60,2876,0,06/26/2021 02:17:39 PM
221,02/26/2021,MA,577980,1987,16129,42,02/28/2021 12:00:00 AM
222,05/31/2021,CO,543174,285,6580,0,06/01/2021 03:18:33 PM
223,04/24/2020,PW,0,0,0,0,05/25/2020 03:38:40 PM
224,05/17/2020,AK,398,4,11,0,05/17/2020 12:00:00 AM
225,11/27/2020,PW,0,0,0,0,11/28/2020 02:46:47 PM
226,05/08/2021,AK,66196,76,343,0,05/09/2021 01:43:24 PM
227,10/15/2020,UT,90461,1498,529,2,10/16/2020 01:33:55 PM
228,06/20/2021,KS,316641,51,5129,0,06/20/2021 12:00:00 AM
229,09/03/2020,PR,34241,43,455,7,09/04/2020 01:36:16 PM
230,01/13/2021,OK,368530,3167,5323,72,01/14/2021 12:00:00 AM
231,03/31/2021,FL,2019500,5146,33425,87,04/01/2021 02:13:30 PM
232,05/14/2021,UT,402005,336,2256,1,05/15/2021 01:54:58 PM
233,04/17/2020,HI,564,20,9,0,04/17/2020 12:22:39 PM
234,02/05/2021,OK,417689,1539,6407,30,02/06/2021 12:00:00 AM
235,03/30/2020,MA,5752,797,127,28,04/01/2020 12:00:00 AM
236,01/16/2021,OK,376793,2596,5498,60,01/17/2021 12:00:00 AM
237,03/05/2020,AS,0,0,0,0,03/26/2020 04:22:39 PM
238,05/22/2020,AR,5612,154,113,3,05/23/2020 05:58:16 PM
239,05/25/2020,AR,6029,107,117,1,05/26/2020 02:23:02 PM
240,08/13/2020,OK,50953,778,815,18,08/14/2020 12:00:00 AM
241,12/01/2020,AK,32332,539,208,3,12/01/2020 12:00:00 AM
242,09/03/2020,NYC,237577,329,23416,3,09/01/2020 12:00:00 AM
243,06/29/2021,PW,2,0,0,0,06/30/2021 02:11:39 PM
244,02/24/2021,TX,2613792,7517,45884,126,02/26/2021 12:00:00 AM
245,04/01/2021,CO,463685,1604,6117,10,04/02/2021 01:56:15 PM
246,05/11/2021,FL,2232820,3253,35831,48,05/12/2021 02:33:56 PM
247,02/05/2020,TX,0,0,0,0,03/26/2020 04:22:39 PM
248,07/15/2020,PW,0,0,0,0,07/16/2020 02:22:21 PM
249,07/27/2020,TX,385923,4267,8958,239,07/29/2020 12:00:00 AM
250,09/16/2020,AR,72219,862,1157,154,09/17/2020 01:45:45 PM
251,06/02/2020,HI,646,1,17,0,06/03/2020 10:11:36 AM
252,03/15/2021,PW,0,0,0,0,03/16/2021 02:12:32 PM
253,09/10/2020,FL,647318,2537,12326,211,09/11/2020 01:51:03 PM
254,06/30/2020,OK,19014,836,438,2,07/01/2020 12:00:00 AM
255,03/24/2021,TX,2756632,4344,48383,54,03/26/2021 12:00:00 AM
256,03/11/2020,GA,55,16,0,0,03/26/2020 12:22:39 PM
257,05/07/2021,HI,33417,108,483,0,05/08/2021 01:45:22 PM
258,12/03/2020,UT,206165,3945,917,11,12/04/2020 03:00:59 PM
259,04/25/2021,WV,151382,314,2821,4,04/26/2021 01:45:41 PM
260,05/25/2021,PR,138094,11,2483,3,05/26/2021 01:48:32 PM
261,11/30/2020,PR,53320,775,1122,16,12/01/2020 03:26:07 PM
262,05/09/2020,TX,37860,1251,1295,27,05/11/2020 12:00:00 AM
263,07/10/2020,NYC,221523,453,23074,17,07/08/2020 12:00:00 AM
264,04/24/2021,WV,151068,375,2817,4,04/25/2021 01:42:01 PM
265,08/04/2020,PR,19651,327,246,9,08/05/2020 02:13:18 PM
266,06/21/2021,AR,345695,90,5876,2,06/22/2021 02:36:11 PM
267,03/20/2020,TX,175,67,9,3,03/22/2020 12:00:00 AM
268,05/11/2021,KS,311132,205,5016,0,05/12/2021 02:33:56 PM
269,09/07/2020,WV,11575,163,247,1,09/08/2020 02:47:00 PM
270,02/05/2021,AR,304723,1824,5050,41,02/06/2021 04:05:17 PM
271,05/06/2021,AS,0,0,0,0,05/07/2021 01:36:40 PM
272,01/11/2021,UT,307483,1484,1396,4,01/12/2021 02:48:35 PM
273,06/25/2020,KS,12970,0,261,0,06/26/2020 07:18:27 PM
274,12/30/2020,PW,0,0,0,0,12/31/2020 02:55:07 PM
275,07/10/2020,CO,36191,666,1724,18,07/11/2020 06:25:05 PM
276,02/01/2020,MP,0,0,0,0,03/26/2020 04:22:39 PM
277,05/23/2021,AS,0,0,0,0,05/24/2021 01:46:58 PM
278,02/06/2021,TX,2476783,13897,42657,221,02/08/2021 12:00:00 AM
279,06/30/2021,OK,458180,329,7393,3,07/01/2021 02:29:33 PM
280,06/11/2020,KS,10812,0,240,0,06/12/2020 02:17:59 PM
281,05/02/2020,CO,16120,452,832,12,05/03/2020 03:36:03 PM
282,02/08/2021,MA,545303,1369,15283,43,02/10/2021 12:00:00 AM
283,07/30/2020,WV,6422,96,115,3,07/31/2020 02:35:06 PM
284,10/15/2020,AS,0,0,0,0,10/16/2020 01:33:55 PM
285,01/28/2021,PR,92968,427,1812,11,01/29/2021 02:42:19 PM
286,03/20/2020,AR,100,36,0,0,03/26/2020 04:22:39 PM
287,04/02/2020,TX,4665,669,143,21,04/04/2020 12:00:00 AM
288,07/19/2020,NYC,225028,436,23161,12,07/17/2020 12:00:00 AM
289,09/18/2020,PW,0,0,0,0,09/19/2020 02:00:26 PM
290,07/02/2021,OK,458850,367,7400,5,07/03/2021 01:44:06 PM
291,02/01/2020,UT,0,0,0,0,03/26/2020 04:22:39 PM
292,02/15/2020,FL,0,0,0,0,03/26/2020 04:22:39 PM
293,02/16/2021,UT,362347,591,1797,1,02/17/2021 02:51:58 PM
294,10/19/2020,AR,99597,531,1714,10,10/20/2020 02:59:27 PM
295,04/26/2021,UT,395677,246,2183,1,04/27/2021 01:56:18 PM
296,03/02/2021,PW,0,0,0,0,03/03/2021 03:20:17 PM
297,09/16/2020,AK,6444,50,59,0,09/16/2020 12:00:00 AM
298,05/01/2021,MA,690279,1306,17617,7,05/03/2021 12:00:00 AM
299,03/24/2021,FL,1984274,5034,32850,30,03/25/2021 02:25:23 PM
300,04/13/2021,HI,31175,62,468,0,04/14/2021 02:34:57 PM
301,04/05/2021,TX,2794483,959,48908,38,04/07/2021 12:00:00 AM
302,02/14/2021,GA,964737,1929,15871,21,02/15/2021 02:46:24 PM
303,03/20/2020,NYC,10532,2976,56,24,03/18/2020 12:00:00 AM
304,12/24/2020,TX,1653522,17064,29483,236,12/26/2020 12:00:00 AM
305,07/27/2020,AR,39447,824,408,7,07/28/2020 02:21:07 PM
306,08/30/2020,AR,60856,478,784,12,08/31/2020 02:05:56 PM
307,12/08/2020,TX,1404646,19842,25837,196,12/10/2020 12:00:00 AM
308,10/25/2020,WV,21906,194,423,1,10/26/2020 01:41:41 PM
309,04/15/2021,CO,485318,1500,6177,5,04/16/2021 02:12:25 PM
310,05/27/2021,KS,313720,0,5067,0,05/28/2021 01:29:21 PM
311,03/10/2020,NYC,46,21,1,0,03/08/2020 12:00:00 AM
312,07/05/2021,KS,318515,0,5159,0,07/06/2021 01:52:24 PM
313,06/03/2020,AS,0,0,0,0,06/04/2020 03:03:31 PM
314,09/13/2020,TX,659434,1845,15828,68,09/15/2020 12:00:00 AM
315,01/28/2021,KS,272517,0,3718,0,01/29/2021 02:42:19 PM
316,02/09/2020,AK,0,0,0,0,03/26/2020 04:22:39 PM
317,06/28/2020,GA,77596,2186,2778,2,06/29/2020 10:37:31 AM
318,09/19/2020,MA,127181,599,9320,13,09/21/2020 12:00:00 AM
319,03/05/2020,AK,0,0,0,0,03/26/2020 04:22:39 PM
320,05/25/2020,TX,55971,623,1763,31,05/27/2020 12:00:00 AM
321,02/02/2020,PR,0,0,0,0,03/26/2020 04:22:39 PM
322,02/27/2021,GA,1004187,3365,17294,75,02/28/2021 02:48:18 PM
323,08/30/2020,NYC,236557,297,23401,6,08/28/2020 12:00:00 AM
324,08/14/2020,AS,0,0,0,0,08/15/2020 02:02:05 PM
325,12/27/2020,KS,209689,0,2507,0,12/28/2020 02:42:49 PM
326,02/09/2020,PW,0,0,0,0,03/26/2020 04:22:39 PM
327,02/18/2021,GA,976732,3485,16403,130,02/19/2021 03:33:51 PM
328,05/28/2020,AS,0,0,0,0,05/29/2020 02:19:55 PM
329,04/06/2020,NYC,86981,4052,5202,698,04/04/2020 12:00:00 AM
330,03/06/2020,UT,0,0,0,0,03/26/2020 04:22:39 PM
331,06/13/2020,MP,30,0,2,0,06/14/2020 02:19:43 PM
332,04/11/2021,PW,0,0,0,0,04/12/2021 01:39:29 PM
333,05/17/2020,KS,7886,0,172,0,05/18/2020 04:01:54 PM
334,11/30/2020,WV,47842,845,735,6,12/01/2020 03:26:07 PM
335,08/02/2020,KS,27812,0,358,0,08/03/2020 02:31:01 PM
336,12/03/2020,TX,1333746,17552,24819,195,12/05/2020 12:00:00 AM
337,04/16/2021,PR,120571,1635,2194,9,04/17/2021 01:58:33 PM
338,06/10/2021,GA,1127658,458,21094,45,06/11/2021 02:20:54 PM
339,06/01/2020,PW,0,0,0,0,06/02/2020 02:16:17 PM
340,05/28/2020,WV,1935,36,74,0,05/29/2020 02:19:55 PM
341,11/19/2020,GA,437156,3424,9102,37,11/20/2020 03:06:16 PM
342,01/22/2021,MP,129,0,2,0,01/23/2021 02:50:13 PM
343,01/17/2021,CO,374981,1498,5379,16,01/18/2021 02:39:32 PM
344,02/26/2020,OK,16,2,0,0,02/27/2020 12:00:00 AM
345,06/14/2021,AR,344067,103,5863,2,06/15/2021 02:44:13 PM
346,03/20/2020,AS,0,0,0,0,03/26/2020 04:22:39 PM
347,03/08/2021,AS,4,0,0,0,03/09/2021 02:47:41 PM
348,05/16/2020,AR,4578,115,98,0,05/17/2020 03:27:46 PM
349,06/16/2021,NYC,953281,235,33367,1,06/17/2021 02:38:09 PM
350,02/09/2020,UT,0,0,0,0,03/26/2020 04:22:39 PM
351,08/23/2020,HI,6744,169,47,0,08/24/2020 09:54:34 AM
352,06/23/2020,OK,14955,610,420,6,06/24/2020 12:00:00 AM
353,12/24/2020,HI,20309,125,283,0,12/25/2020 02:25:34 PM
354,03/28/2020,MA,4257,1017,73,15,03/30/2020 12:00:00 AM
355,04/18/2020,PW,0,0,0,0,04/18/2020 04:22:39 PM
356,03/31/2021,HI,29779,90,460,1,04/01/2021 02:13:30 PM
357,06/29/2020,WV,2870,38,93,0,06/30/2020 03:27:33 PM
358,03/17/2021,AR,327781,325,5507,14,03/18/2021 02:01:55 PM
359,09/09/2020,MA,123143,181,9177,12,09/11/2020 12:00:00 AM
360,05/17/2020,UT,7305,139,80,1,05/18/2020 04:01:54 PM
361,01/01/2021,WV,87820,2486,1361,23,01/02/2021 02:50:51 PM
362,11/20/2020,KS,134533,5939,1410,84,11/21/2020 02:59:41 PM
363,06/23/2020,AS,0,0,0,0,06/24/2020 03:03:27 PM
364,07/19/2020,GA,145038,3193,3173,5,07/20/2020 10:35:44 AM
365,02/22/2021,PR,99476,219,1986,3,02/23/2021 02:51:13 PM
366,12/01/2020,PR,53708,388,1144,22,12/02/2020 03:48:48 PM
367,05/04/2020,UT,5406,145,56,6,05/05/2020 05:25:08 PM
368,05/15/2021,PW,0,0,0,0,05/16/2021 01:46:12 PM
369,05/07/2021,PW,0,0,0,0,05/08/2021 01:45:22 PM
370,06/06/2020,CO,27848,233,1527,3,06/07/2020 02:23:35 PM
371,02/04/2020,AS,0,0,0,0,03/26/2020 04:22:39 PM
