,submission_date,state,tot_cases,new_case,tot_death,new_death,created_at
2380,12/17/2020,HI,19417,136,278,2,12/18/2020 02:45:01 PM
2381,01/06/2021,HI,21846,125,297,10,01/07/2021 02:56:59 PM
2382,01/26/2021,WV,116978,1139,1928,29,01/27/2021 02:53:24 PM
2383,04/07/2020,PR,573,60,23,2,04/07/2020 04:22:39 PM
2384,04/27/2021,OK,448475,297,7254,2,04/28/2021 12:00:00 AM
2385,07/13/2020,FL,278667,12548,4277,35,07/14/2020 03:13:07 PM
2386,03/19/2021,TX,2739385,3574,48081,62,03/21/2021 12:00:00 AM
2387,02/04/2021,KS,278915,0,3895,0,02/05/2021 02:54:41 PM
2388,06/03/2020,WV,2077,21,78,0,06/04/2020 03:03:31 PM
2389,03/16/2021,MA,604666,1202,16760,21,03/18/2021 12:00:00 AM
2390,06/12/2021,AS,0,0,0,0,06/13/2021 01:40:53 PM
2391,03/19/2021,KS,299510,606,4842,5,03/20/2021 02:03:21 PM
2392,10/10/2020,GA,351369,1336,7393,45,10/11/2020 09:47:22 AM
2393,09/26/2020,HI,12077,95,131,4,09/27/2020 09:39:49 AM
2394,10/18/2020,TX,823779,3216,18125,81,10/20/2020 12:00:00 AM
2395,04/07/2020,NYC,90935,3954,5954,752,04/05/2020 12:00:00 AM
2396,10/10/2020,UT,84644,1354,510,5,10/11/2020 01:47:22 PM
2397,08/07/2020,MP,48,1,2,0,08/08/2020 02:58:44 PM
2398,05/24/2021,OK,452481,39,7291,0,05/25/2021 12:00:00 AM
2399,01/15/2021,TX,2072903,27204,36239,328,01/17/2021 12:00:00 AM
2400,03/06/2020,PR,0,0,0,0,03/26/2020 04:22:39 PM
2401,06/10/2020,FL,65779,1331,2801,36,06/11/2020 02:48:51 PM
2402,05/16/2020,HI,629,1,17,0,05/17/2020 11:27:46 AM
2403,02/05/2020,CO,0,0,0,0,03/26/2020 04:22:39 PM
2404,06/04/2020,NYC,208725,580,22313,43,06/02/2020 12:00:00 AM
2405,01/29/2020,GA,0,0,0,0,03/26/2020 04:22:39 PM
2406,05/15/2021,HI,34064,149,488,1,05/16/2021 01:46:12 PM
2407,11/22/2020,WV,40478,880,662,4,11/23/2020 03:04:35 PM
2408,11/18/2020,PR,44431,521,982,11,11/19/2020 03:01:36 PM
2409,03/17/2020,HI,16,5,0,0,03/26/2020 12:22:39 PM
2410,04/16/2021,NYC,904249,2896,32087,38,04/14/2021 12:00:00 AM
2411,05/10/2020,AK,379,1,10,0,05/10/2020 12:00:00 AM
2412,10/05/2020,UT,78723,1105,482,4,10/06/2020 01:33:58 PM
2413,09/13/2020,MA,124826,286,9229,11,09/15/2020 12:00:00 AM
2414,02/13/2020,OK,1,0,0,0,02/14/2020 12:00:00 AM
2415,04/16/2021,PW,0,0,0,0,04/17/2021 01:58:33 PM
2416,02/16/2020,PW,0,0,0,0,03/26/2020 04:22:39 PM
2417,02/12/2021,MA,553812,2416,15506,55,02/14/2021 12:00:00 AM
2418,08/05/2020,FL,497181,5408,7627,225,08/06/2020 02:12:27 PM
2419,10/29/2020,UT,110640,1837,598,10,10/30/2020 01:37:23 PM
2420,02/02/2020,UT,0,0,0,0,03/26/2020 04:22:39 PM
2421,04/30/2021,AS,0,0,0,0,05/01/2021 01:43:22 PM
2422,09/13/2020,GA,307634,1478,6444,157,09/14/2020 10:01:21 AM
2423,08/10/2020,MA,112673,214,8757,14,08/12/2020 12:00:00 AM
2424,06/29/2020,PR,7465,215,153,0,06/30/2020 03:27:33 PM
2425,09/29/2020,AK,7788,124,68,0,09/29/2020 12:00:00 AM
2426,10/10/2020,WV,17913,206,381,5,10/11/2020 01:47:22 PM
2427,03/05/2020,KS,0,0,0,0,03/26/2020 04:22:39 PM
2428,06/25/2021,CO,555971,402,6766,1,06/26/2021 02:17:39 PM
2429,06/14/2021,OK,454929,45,7354,0,06/15/2021 02:44:13 PM
2430,05/27/2020,WV,1899,45,74,0,05/28/2020 03:12:25 PM
2431,05/08/2020,FL,39199,371,1669,69,05/09/2020 09:26:08 PM
2432,10/05/2020,OK,99658,845,1431,9,10/06/2020 12:00:00 AM
2433,08/15/2020,HI,5014,219,40,0,08/16/2020 10:57:14 AM
2434,09/23/2020,AS,0,0,0,0,09/24/2020 01:54:02 PM
2435,07/30/2020,OK,42009,672,652,5,07/31/2020 12:00:00 AM
2436,04/30/2020,GA,25241,537,1111,57,05/01/2020 05:00:19 PM
2437,07/03/2021,KS,318515,0,5159,0,07/05/2021 01:25:13 PM
2438,11/23/2020,UT,179420,2244,797,4,11/24/2020 03:27:55 PM
2439,06/05/2020,MA,98796,420,7436,26,06/07/2020 12:00:00 AM
2440,01/30/2021,KS,274685,0,3779,0,01/31/2021 02:48:12 PM
2441,04/22/2020,PR,1213,0,62,0,04/22/2020 04:22:39 PM
2442,05/02/2021,PW,0,0,0,0,05/03/2021 01:58:14 PM
2443,12/13/2020,AS,3,0,0,0,12/14/2020 02:36:45 PM
2444,12/03/2020,NYC,332583,4129,24090,22,12/01/2020 12:00:00 AM
2445,04/05/2021,PR,110022,189,2131,0,04/06/2021 01:43:58 PM
2446,06/03/2020,AK,508,18,14,1,06/03/2020 12:00:00 AM
2447,09/14/2020,MA,125080,254,9246,17,09/16/2020 12:00:00 AM
2448,03/17/2020,GA,283,43,1,0,03/26/2020 12:22:39 PM
2449,02/13/2020,WV,0,0,0,0,03/26/2020 04:22:39 PM
2450,03/25/2020,MA,1838,679,33,7,03/27/2020 12:00:00 AM
2451,03/27/2021,KS,301433,0,4891,0,03/28/2021 01:52:27 PM
2452,07/29/2020,PR,16572,511,214,3,07/30/2020 02:42:43 PM
2453,02/16/2020,GA,0,0,0,0,03/26/2020 04:22:39 PM
2454,04/01/2020,AR,614,54,10,2,03/31/2020 04:22:39 PM
2455,04/23/2021,AR,334458,236,5716,5,04/24/2021 02:22:34 PM
2456,02/11/2020,AR,0,0,0,0,03/26/2020 04:22:39 PM
2457,03/09/2020,AK,0,0,0,0,03/26/2020 04:22:39 PM
2458,02/28/2020,OK,23,4,0,0,02/29/2020 12:00:00 AM
2459,05/12/2021,MP,170,0,2,0,05/13/2021 02:28:07 PM
2460,12/21/2020,WV,73337,995,1129,1,12/22/2020 02:35:48 PM
2461,04/22/2021,CO,496882,2361,6225,10,04/23/2021 01:57:50 PM
2462,04/28/2021,FL,2180924,5080,35030,72,04/29/2021 01:47:03 PM
2463,01/31/2021,KS,274685,0,3779,0,02/01/2021 02:50:29 PM
2464,10/11/2020,FL,725415,5414,15364,178,10/12/2020 02:07:08 PM
2465,01/21/2021,OK,388385,2556,5779,57,01/22/2021 12:00:00 AM
2466,06/30/2021,MA,709966,93,17994,1,07/01/2021 02:29:33 PM
2467,02/02/2020,GA,0,0,0,0,03/26/2020 04:22:39 PM
2468,05/27/2020,MA,94220,527,7016,64,05/29/2020 12:00:00 AM
2469,05/26/2021,AS,0,0,0,0,05/27/2021 01:41:41 PM
2470,01/24/2021,PR,91596,568,1778,5,01/25/2021 02:42:40 PM
2471,12/23/2020,FL,1213760,11100,20874,120,12/24/2020 02:31:20 PM
2472,04/05/2020,KS,813,115,23,2,04/04/2020 04:22:39 PM
2473,05/27/2021,MA,706272,245,17850,9,05/28/2021 01:29:21 PM
2474,05/26/2020,GA,41972,350,1874,44,05/27/2020 11:37:59 AM
2475,08/23/2020,AK,4760,66,50,0,08/23/2020 12:00:00 AM
2476,06/09/2020,AS,0,0,0,0,06/10/2020 08:56:25 PM
2477,01/12/2021,TX,1995292,26052,35159,360,01/14/2021 12:00:00 AM
2478,11/02/2020,AK,16108,351,120,4,11/02/2020 12:00:00 AM
2479,02/22/2020,HI,0,0,0,0,03/26/2020 04:22:39 PM
2480,05/14/2021,TX,2917256,2613,50392,37,05/16/2021 12:00:00 AM
2481,12/29/2020,AS,3,0,0,0,12/30/2020 02:56:20 PM
2482,04/25/2021,FL,2167190,4578,34848,36,04/26/2021 01:45:41 PM
2483,02/01/2021,TX,2392443,31811,41405,234,02/03/2021 12:00:00 AM
2484,12/28/2020,AK,44826,124,274,1,12/28/2020 12:00:00 AM
2485,10/29/2020,PW,0,0,0,0,10/30/2020 01:37:23 PM
2486,01/03/2021,KS,227745,0,2879,0,01/04/2021 02:55:45 PM
2487,04/17/2020,KS,1760,172,88,8,04/17/2020 04:22:39 PM
2488,06/19/2021,WV,163478,48,2863,0,06/18/2021 01:48:26 PM
2489,06/16/2020,MA,101474,140,7807,16,06/18/2020 12:00:00 AM
2490,06/17/2020,MA,101654,180,7836,29,06/19/2020 12:00:00 AM
2491,12/09/2020,FL,1065476,9411,19462,84,12/10/2020 02:50:16 PM
2492,07/01/2021,HI,36435,44,515,1,07/02/2021 01:55:07 PM
2493,06/22/2020,NYC,215354,219,22815,18,06/20/2020 12:00:00 AM
2494,04/27/2020,AK,345,4,9,0,04/29/2021 01:16:34 PM
2495,11/16/2020,AR,134348,1308,2225,42,11/17/2020 02:52:47 PM
2496,06/15/2020,PR,5951,61,147,0,06/16/2020 02:10:11 PM
2497,02/28/2021,NYC,731533,4227,29406,74,02/26/2021 12:00:00 AM
2498,06/25/2021,MP,183,0,2,0,06/26/2021 02:17:39 PM
2499,01/28/2020,WV,0,0,0,0,03/26/2020 04:22:39 PM
2500,03/29/2021,WV,140991,378,2638,4,03/30/2021 02:06:13 PM
2501,11/17/2020,OK,182038,4207,2410,39,11/18/2020 12:00:00 AM
2502,10/29/2020,NYC,266238,971,23695,8,10/27/2020 12:00:00 AM
2503,10/20/2020,GA,366409,1500,7674,17,10/21/2020 09:34:31 AM
2504,11/27/2020,OK,212752,1341,2809,46,11/28/2020 12:00:00 AM
2505,03/06/2021,KS,295861,0,4812,0,03/07/2021 02:51:40 PM
2506,07/14/2020,KS,20058,0,288,0,07/15/2020 03:05:12 PM
2507,03/31/2020,CO,2966,339,69,18,03/30/2020 04:22:39 PM
2508,01/28/2020,GA,0,0,0,0,03/26/2020 04:22:39 PM
2509,11/07/2020,MP,98,0,2,0,11/08/2020 02:40:34 PM
2510,08/28/2020,PW,0,0,0,0,08/29/2020 01:42:50 PM
2511,05/10/2021,MA,697872,474,17698,16,05/11/2021 01:53:24 PM
2512,08/16/2020,FL,567375,3747,9452,107,08/17/2020 02:26:31 PM
2513,01/09/2021,MP,125,0,2,0,01/10/2021 04:10:55 PM
2514,05/28/2021,UT,405659,272,2297,3,05/29/2021 01:33:02 PM
2515,01/30/2021,MP,132,0,2,0,01/31/2021 02:48:12 PM
2516,06/07/2021,UT,407816,174,2313,2,06/08/2021 03:05:30 PM
2517,04/26/2020,HI,597,1,14,0,05/25/2020 11:38:40 AM
2518,11/05/2020,AS,0,0,0,0,11/06/2020 03:33:41 PM
2519,04/26/2020,AK,341,2,9,0,04/29/2021 01:16:34 PM
2520,07/31/2020,MP,42,0,2,0,08/01/2020 02:38:12 PM
2521,09/01/2020,AK,5325,35,52,0,09/01/2020 12:00:00 AM
2522,05/28/2021,CO,541726,802,6552,7,05/29/2021 01:33:02 PM
2523,01/31/2020,PR,0,0,0,0,03/26/2020 04:22:39 PM
2524,05/18/2020,TX,48693,909,1581,22,05/20/2020 12:00:00 AM
2525,02/10/2021,AS,3,0,0,0,02/11/2021 02:50:55 PM
2526,04/13/2021,FL,2094670,8925,34120,64,04/14/2021 02:34:57 PM
2527,05/17/2020,PR,2646,57,123,1,05/18/2020 04:01:54 PM
2528,02/25/2021,HI,27247,36,432,0,02/26/2021 03:02:41 PM
2529,06/25/2020,WV,2694,65,92,0,06/26/2020 07:18:27 PM
2530,08/01/2020,MA,110077,290,8645,19,08/03/2020 12:00:00 AM
2531,07/03/2021,AR,350993,414,5915,2,07/05/2021 01:25:13 PM
2532,04/04/2020,MP,8,0,1,0,04/03/2020 04:22:39 PM
2533,02/24/2020,AR,0,0,0,0,03/26/2020 04:22:39 PM
2534,07/03/2021,AK,68478,0,370,0,07/05/2021 01:25:13 PM
2535,11/11/2020,OK,162423,3603,2214,28,11/12/2020 12:00:00 AM
2536,04/11/2020,AS,0,0,0,0,04/10/2020 04:22:39 PM
2537,03/22/2020,GA,856,155,25,5,03/26/2020 12:22:39 PM
2538,01/12/2021,OK,365363,3920,5251,50,01/13/2021 12:00:00 AM
2539,02/07/2020,CO,0,0,0,0,03/26/2020 04:22:39 PM
2540,09/21/2020,UT,64394,39,440,0,09/22/2020 01:51:57 PM
2541,12/29/2020,FL,1270063,11748,21409,101,12/30/2020 02:56:20 PM
2542,06/10/2021,MA,708579,120,17929,7,06/11/2021 02:20:54 PM
2543,02/01/2021,PR,94526,288,1846,10,02/02/2021 02:51:51 PM
2544,08/29/2020,OK,62430,769,1010,12,08/30/2020 12:00:00 AM
2545,06/05/2021,HI,35283,66,499,1,06/06/2021 01:36:52 PM
2546,10/19/2020,PW,0,0,0,0,10/20/2020 02:59:27 PM
2547,07/21/2020,HI,1409,17,24,0,07/22/2020 10:51:28 AM
2548,01/31/2021,HI,25786,78,407,3,02/01/2021 02:50:29 PM
2549,06/25/2020,MP,30,0,2,0,06/26/2020 07:18:27 PM
2550,09/13/2020,UT,58745,542,434,2,09/14/2020 02:01:21 PM
2551,09/12/2020,PW,0,0,0,0,09/13/2020 04:17:15 PM
2552,02/17/2021,FL,1811078,7185,29311,157,02/18/2021 02:43:57 PM
2553,03/11/2021,CO,440220,955,6021,18,03/12/2021 03:20:13 PM
2554,06/07/2020,PR,4985,70,142,0,06/08/2020 02:55:08 PM
2555,04/02/2020,MP,8,0,0,0,04/01/2020 04:22:39 PM
2556,06/19/2021,TX,2975525,2179,51201,13,06/21/2021 12:00:00 AM
2557,03/18/2020,PR,2,0,0,0,03/26/2020 04:22:39 PM
2558,05/24/2020,GA,41090,724,1827,13,05/25/2020 10:12:49 AM
2559,11/10/2020,PW,0,0,0,0,11/11/2020 03:15:25 PM
2560,07/06/2020,AR,24253,439,292,5,07/07/2020 02:58:02 PM
2561,10/20/2020,AS,0,0,0,0,10/21/2020 01:34:31 PM
2562,11/12/2020,AK,20862,474,144,2,11/12/2020 12:00:00 AM
2563,10/10/2020,PW,0,0,0,0,10/11/2020 01:47:22 PM
2564,02/04/2020,AK,0,0,0,0,03/26/2020 04:22:39 PM
2565,08/12/2020,NYC,231625,342,23319,6,08/10/2020 12:00:00 AM
2566,06/03/2021,AS,0,0,0,0,06/04/2021 02:56:57 PM
2567,11/26/2020,GA,461517,3608,9336,39,11/27/2020 03:07:59 PM
2568,03/07/2020,FL,6,3,0,0,03/26/2020 04:22:39 PM
2569,11/25/2020,TX,1236648,18811,23345,190,11/27/2020 12:00:00 AM
2570,09/17/2020,CO,63145,459,2006,4,09/18/2020 01:48:37 PM
2571,01/02/2021,CO,339172,2011,4912,39,01/03/2021 02:53:25 PM
2572,02/22/2021,KS,291715,883,4643,29,02/23/2021 09:00:33 AM
2573,12/03/2020,GA,487978,5839,9648,81,12/04/2020 03:00:59 PM
2574,03/28/2021,UT,384562,389,2114,13,03/29/2021 01:48:56 PM
2575,12/23/2020,PR,70808,320,1423,15,12/24/2020 02:31:20 PM
2576,03/06/2020,AR,0,0,0,0,03/26/2020 04:22:39 PM
2577,07/12/2020,AS,0,0,0,0,07/13/2020 03:19:34 PM
2578,10/15/2020,TX,809808,4726,17892,82,10/17/2020 12:00:00 AM
2579,06/22/2020,PR,6685,121,149,0,06/23/2020 02:28:19 PM
2580,11/12/2020,MP,100,0,2,0,11/13/2020 02:54:34 PM
2581,05/15/2021,KS,311827,122,5038,0,05/16/2021 01:46:12 PM
2582,02/02/2020,AR,0,0,0,0,03/26/2020 04:22:39 PM
2583,09/05/2020,HI,9816,161,84,3,09/06/2020 10:09:04 AM
2584,06/16/2021,AK,67936,26,366,0,06/17/2021 02:38:09 PM
2585,12/27/2020,PW,0,0,0,0,12/28/2020 02:42:49 PM
2586,04/14/2021,OK,445554,222,7210,3,04/15/2021 12:00:00 AM
2587,11/24/2020,NYC,307314,1560,23948,10,11/22/2020 12:00:00 AM
2588,11/21/2020,NYC,301833,2376,23918,10,11/19/2020 12:00:00 AM
2589,01/24/2021,MP,129,0,2,0,01/25/2021 02:42:40 PM
2590,09/24/2020,MA,128993,481,9383,13,09/26/2020 12:00:00 AM
2591,11/11/2020,TX,1065065,13166,20981,165,11/13/2020 12:00:00 AM
2592,06/11/2020,TX,81583,1826,2214,30,06/13/2020 12:00:00 AM
2593,09/12/2020,PR,37380,288,539,4,09/13/2020 04:17:15 PM
2594,06/29/2021,HI,36344,30,513,0,06/30/2021 02:11:39 PM
2595,01/29/2020,AR,0,0,0,0,03/26/2020 04:22:39 PM
2596,09/07/2020,AK,5810,34,57,1,09/07/2020 12:00:00 AM
2597,04/24/2020,NYC,160863,3529,16510,393,06/07/2021 02:25:36 PM
2598,12/06/2020,CO,260581,3234,3356,-1,12/07/2020 02:38:33 PM
2599,05/21/2021,PW,0,0,0,0,05/22/2021 06:59:37 PM
2600,07/04/2020,MP,31,0,2,0,07/05/2020 03:00:14 PM
2601,08/13/2020,AR,51766,652,582,9,08/14/2020 02:30:03 PM
2602,04/13/2020,PR,903,6,45,1,04/12/2020 04:22:39 PM
2603,06/07/2021,AR,342495,62,5849,3,06/08/2021 03:05:30 PM
2604,01/27/2020,OK,0,0,0,0,03/26/2020 04:22:39 PM
2605,06/09/2021,FL,2298549,1726,37206,45,06/10/2021 02:48:23 PM
2606,01/11/2021,CO,362825,1677,5213,5,01/12/2021 02:48:35 PM
2607,08/11/2020,AR,50411,383,566,11,08/12/2020 01:50:14 PM
2608,10/07/2020,UT,80446,1007,496,8,10/08/2020 01:56:57 PM
2609,06/24/2021,NYC,954748,203,33390,4,06/25/2021 03:01:46 PM
2610,04/23/2020,NYC,157334,3155,16117,415,06/07/2021 02:25:36 PM
2611,08/26/2020,AK,4917,52,50,0,08/26/2020 12:00:00 AM
2612,08/16/2020,MP,53,3,2,0,08/17/2020 02:26:31 PM
2613,02/05/2021,FL,1731931,11171,27457,210,02/06/2021 04:05:17 PM
2614,06/07/2020,CO,28001,153,1527,0,06/08/2020 02:55:08 PM
2615,04/06/2021,AS,0,0,0,0,04/07/2021 02:25:43 PM
2616,03/12/2020,KS,4,3,1,1,03/26/2020 04:22:39 PM
2617,02/19/2020,PW,0,0,0,0,03/26/2020 04:22:39 PM
2618,03/11/2020,OK,154,22,0,0,03/12/2020 12:00:00 AM
2619,09/20/2020,MP,69,1,2,0,09/21/2020 01:47:41 PM
2620,03/22/2021,WV,138102,276,2612,6,03/23/2021 02:05:18 PM
2621,02/26/2021,AR,318638,516,5407,10,02/27/2021 02:51:23 PM
2622,10/09/2020,OK,105114,1365,1494,14,10/10/2020 12:00:00 AM
2623,02/12/2021,AS,3,0,0,0,02/13/2021 02:50:08 PM
2624,01/05/2021,TX,1843153,31630,32766,326,01/07/2021 12:00:00 AM
2625,02/20/2021,NYC,698926,2853,28825,57,02/18/2021 12:00:00 AM
2626,02/20/2021,TX,2583617,6486,45299,164,02/22/2021 12:00:00 AM
2627,12/06/2020,TX,1375313,10380,25414,177,12/08/2020 12:00:00 AM
2628,08/18/2020,HI,5583,261,41,1,08/19/2020 10:23:51 AM
2629,09/04/2020,PR,34492,251,464,9,09/05/2020 02:09:45 PM
2630,12/18/2020,OK,279890,3911,3892,47,12/19/2020 12:00:00 AM
2631,01/27/2020,MA,0,0,0,0,03/26/2020 04:22:39 PM
2632,11/05/2020,FL,816376,6120,16961,39,11/06/2020 03:33:41 PM
2633,08/30/2020,MA,118483,174,9056,16,09/01/2020 12:00:00 AM
2634,05/04/2020,TX,32332,784,1138,31,05/06/2020 12:00:00 AM
2635,05/02/2021,CO,513765,961,6304,2,05/03/2021 01:58:14 PM
2636,04/05/2021,AS,0,0,0,0,04/06/2021 01:43:58 PM
2637,06/04/2020,KS,10170,0,222,0,06/05/2020 03:17:07 PM
2638,10/21/2020,AR,101596,1155,1751,23,10/22/2020 01:34:46 PM
2639,02/09/2020,MP,0,0,0,0,03/26/2020 04:22:39 PM
2640,07/13/2020,AS,0,0,0,0,07/14/2020 03:13:07 PM
2641,04/22/2020,UT,3540,171,35,1,04/22/2020 04:22:39 PM
2642,03/01/2020,NYC,0,0,0,0,03/26/2020 04:22:39 PM
2643,06/08/2020,OK,8746,155,384,4,06/09/2020 12:00:00 AM
2644,02/06/2021,OK,419151,1462,6440,33,02/07/2021 12:00:00 AM
2645,07/16/2020,AK,1694,63,27,2,07/16/2020 12:00:00 AM
2646,10/20/2020,WV,20519,226,408,9,10/21/2020 01:34:31 PM
2647,05/17/2020,GA,35455,623,1606,14,05/18/2020 12:01:54 PM
2648,09/18/2020,FL,669684,3177,13225,139,09/19/2020 02:00:26 PM
2649,04/14/2021,UT,391177,530,2161,0,04/15/2021 01:58:27 PM
2650,07/29/2020,WV,6326,153,112,1,07/30/2020 02:42:43 PM
2651,04/24/2020,PR,1416,0,69,0,05/25/2020 03:38:40 PM
2652,03/22/2021,FL,1974051,2780,32779,37,03/23/2021 02:05:18 PM
2653,01/25/2021,MP,132,3,2,0,01/26/2021 02:46:01 PM
2654,06/05/2021,FL,2291476,2572,36973,0,06/06/2021 01:36:52 PM
2655,01/30/2020,TX,0,0,0,0,03/26/2020 04:22:39 PM
2656,08/21/2020,AR,55652,887,663,22,08/22/2020 02:21:09 PM
2657,12/19/2020,MA,319270,4344,11810,60,12/21/2020 12:00:00 AM
2658,04/04/2021,PW,0,0,0,0,04/05/2021 01:43:02 PM
2659,01/05/2021,GA,706154,10091,11072,101,01/06/2021 02:58:26 PM
2660,03/05/2021,HI,27655,51,440,2,03/06/2021 03:08:48 PM
2661,12/08/2020,HI,18397,53,260,0,12/09/2020 02:45:40 PM
2662,07/28/2020,AK,2735,109,33,1,07/28/2020 12:00:00 AM
2663,07/19/2020,KS,21965,0,299,0,07/20/2020 02:35:44 PM
2664,01/29/2021,CO,393421,1722,5594,25,01/30/2021 02:43:11 PM
2665,04/20/2020,PR,1213,0,62,0,04/20/2020 04:22:39 PM
2666,04/20/2020,WV,902,39,24,6,04/20/2020 04:22:39 PM
2667,04/06/2021,UT,387814,300,2137,4,04/07/2021 02:25:43 PM
2668,07/17/2020,PW,0,0,0,0,07/18/2020 04:14:26 PM
2669,09/29/2020,NYC,246823,430,23526,4,09/27/2020 12:00:00 AM
2670,12/05/2020,PW,0,0,0,0,12/06/2020 02:51:16 PM
2671,04/23/2020,FL,28843,1052,987,60,05/25/2020 03:38:40 PM
2672,02/14/2020,WV,0,0,0,0,03/26/2020 04:22:39 PM
2673,01/03/2021,FL,1341287,10228,21987,97,01/04/2021 02:55:45 PM
2674,10/11/2020,AS,0,0,0,0,10/12/2020 02:07:08 PM
2675,01/14/2021,KS,252041,0,3355,0,01/15/2021 02:46:04 PM
2676,10/05/2020,GA,342421,1119,7192,30,10/06/2020 09:33:58 AM
2677,04/28/2021,UT,396522,518,2190,4,04/29/2021 01:47:03 PM
2678,08/11/2020,AK,3837,49,42,0,08/11/2020 12:00:00 AM
2679,06/19/2021,UT,411514,384,2328,2,06/19/2021 12:00:00 AM
2680,05/15/2021,AR,338687,202,5793,3,05/16/2021 01:46:12 PM
2681,03/23/2021,OK,440472,294,7104,4,03/24/2021 12:00:00 AM
2682,03/16/2021,AS,4,0,0,0,03/17/2021 02:24:24 PM
2683,04/10/2020,MP,11,0,2,0,04/09/2020 04:22:39 PM
2684,02/10/2021,KS,284894,1934,4303,106,02/11/2021 02:50:55 PM
2685,05/21/2020,HI,635,0,17,0,05/21/2020 12:00:00 AM
2686,07/24/2020,PW,0,0,0,0,07/25/2020 05:40:06 PM
2687,05/19/2021,PR,137147,61,2461,9,05/20/2021 03:08:06 PM
2688,03/11/2020,CO,34,17,0,0,03/26/2020 04:22:39 PM
2689,06/10/2021,TX,2964503,-1866,51089,21,06/12/2021 12:00:00 AM
2690,01/02/2021,OK,331382,2356,4684,65,01/03/2021 12:00:00 AM
2691,05/28/2020,AR,6538,261,125,5,05/29/2020 02:19:55 PM
2692,05/03/2020,AS,0,0,0,0,05/04/2020 10:49:24 PM
2693,04/05/2020,HI,406,18,4,0,04/04/2020 12:22:39 PM
2694,03/24/2021,WV,138818,389,2619,6,03/25/2021 02:25:23 PM
2695,07/18/2020,OK,33959,917,536,7,07/19/2020 12:00:00 AM
2696,04/06/2020,FL,13214,1253,254,33,04/05/2020 04:22:39 PM
2697,06/06/2021,AS,0,0,0,0,06/07/2021 02:36:26 PM
2698,01/30/2020,AR,0,0,0,0,03/26/2020 04:22:39 PM
2699,02/28/2021,MP,143,0,2,0,03/01/2021 03:21:38 PM
2700,03/10/2020,MP,0,0,0,0,03/26/2020 04:22:39 PM
2701,06/09/2021,AK,67763,33,362,0,06/10/2021 02:48:23 PM
2702,06/25/2020,AK,821,24,16,0,06/25/2020 12:00:00 AM
2703,11/11/2020,UT,139720,2335,678,6,11/12/2020 02:55:21 PM
2704,03/12/2021,TX,2710849,6505,47566,75,03/14/2021 12:00:00 AM
2705,03/18/2020,CO,216,33,2,0,03/26/2020 04:22:39 PM
2706,03/11/2021,MA,597073,1809,16615,27,03/13/2021 12:00:00 AM
2707,01/26/2021,HI,25272,63,398,59,01/27/2021 02:53:24 PM
2708,03/31/2020,OK,1655,95,31,1,04/01/2020 12:00:00 AM
2709,09/08/2020,CO,59674,187,1973,0,09/09/2020 01:47:50 PM
2710,07/09/2020,GA,107333,2838,2930,8,07/10/2020 11:35:06 AM
2711,11/27/2020,MA,219252,4658,10735,40,11/29/2020 12:00:00 AM
2712,06/16/2021,FL,2309254,1626,37448,0,06/17/2021 02:38:09 PM
2713,08/10/2020,FL,531188,4152,8359,173,08/11/2020 02:16:27 PM
2714,12/26/2020,MP,122,0,2,0,12/27/2020 02:44:47 PM
2715,06/08/2020,GA,51298,648,2208,28,06/09/2020 12:49:08 PM
2716,11/29/2020,MA,224964,2495,10805,28,12/01/2020 12:00:00 AM
2717,06/05/2020,NYC,209243,518,22359,46,06/03/2020 12:00:00 AM
2718,04/25/2020,WV,1025,15,33,1,05/25/2020 03:38:40 PM
2719,11/25/2020,NYC,310208,2894,23963,15,11/23/2020 12:00:00 AM
2720,04/13/2020,UT,2392,54,18,0,04/12/2020 04:22:39 PM
2721,04/26/2021,OK,448178,200,7252,4,04/27/2021 12:00:00 AM
2722,07/11/2020,HI,1197,20,19,0,07/12/2020 11:13:57 AM
2723,11/09/2020,PW,0,0,0,0,11/10/2020 02:45:45 PM
2724,04/25/2021,HI,32284,119,475,0,04/26/2021 01:45:41 PM
2725,03/09/2020,MP,0,0,0,0,03/26/2020 04:22:39 PM
2726,02/07/2021,CO,405289,1034,5731,10,02/08/2021 02:53:12 PM
2727,04/13/2020,AR,1410,103,30,1,04/12/2020 04:22:39 PM
2728,10/08/2020,AS,0,0,0,0,10/09/2020 01:43:36 PM
2729,11/26/2020,HI,17415,117,235,2,11/27/2020 03:07:59 PM
2730,10/17/2020,UT,93297,1340,540,3,10/18/2020 01:26:54 PM
2731,05/05/2020,AS,0,0,0,0,05/06/2020 04:23:08 PM
2732,05/10/2020,MP,16,0,2,0,05/11/2020 09:26:08 PM
2733,01/11/2021,PW,0,0,0,0,01/12/2021 02:48:35 PM
2734,07/31/2020,NYC,228542,312,23263,5,07/29/2020 12:00:00 AM
2735,02/09/2021,OK,422364,1414,6526,21,02/10/2021 12:00:00 AM
2736,02/02/2021,AR,298004,1510,4939,44,02/03/2021 02:55:58 PM
2737,07/10/2020,GA,111956,4623,2965,35,07/11/2020 02:25:05 PM
2738,04/23/2020,CO,11182,357,551,44,05/25/2020 03:38:40 PM
2739,05/11/2021,AS,0,0,0,0,05/12/2021 02:33:56 PM
2740,06/09/2021,WV,162726,90,2846,6,06/10/2021 02:48:23 PM
2741,03/06/2021,AK,57088,129,328,0,03/06/2021 12:00:00 AM
